Date,T10Y2Y
6/21/18,0.34
6/22/18,0.34
6/25/18,0.33
6/26/18,0.35
6/27/18,0.31
6/28/18,0.32
6/29/18,0.33
7/2/18,0.3
7/3/18,0.3
7/4/18,.
7/5/18,0.29
7/6/18,0.29
7/9/18,0.29
7/10/18,0.28
7/11/18,0.27
7/12/18,0.25
7/13/18,0.24
7/16/18,0.26
7/17/18,0.24
7/18/18,0.28
7/19/18,0.24
7/20/18,0.29
7/23/18,0.32
7/24/18,0.32
7/25/18,0.28
7/26/18,0.29
7/27/18,0.29
7/30/18,0.32
7/31/18,0.29
8/1/18,0.33
8/2/18,0.32
8/3/18,0.32
8/6/18,0.3
8/7/18,0.3
8/8/18,0.28
8/9/18,0.29
8/10/18,0.26
8/13/18,0.27
8/14/18,0.26
8/15/18,0.25
8/16/18,0.24
8/17/18,0.26
8/20/18,0.22
8/21/18,0.24
8/22/18,0.22
8/23/18,0.21
8/24/18,0.19
8/27/18,0.18
8/28/18,0.21
8/29/18,0.22
8/30/18,0.22
8/31/18,0.24
9/3/18,.
9/4/18,0.24
9/5/18,0.24
9/6/18,0.24
9/7/18,0.23
9/10/18,0.21
9/11/18,0.22
9/12/18,0.23
9/13/18,0.21
9/14/18,0.21
9/17/18,0.21
9/18/18,0.24
9/19/18,0.27
9/20/18,0.26
9/21/18,0.26
9/24/18,0.25
9/25/18,0.27
9/26/18,0.23
9/27/18,0.23
9/28/18,0.24
10/1/18,0.27
10/2/18,0.23
10/3/18,0.3
10/4/18,0.32
10/5/18,0.35
10/8/18,.
10/9/18,0.33
10/10/18,0.34
10/11/18,0.29
10/12/18,0.3
10/15/18,0.31
10/16/18,0.29
10/17/18,0.3
10/18/18,0.3
10/19/18,0.28
10/22/18,0.28
10/23/18,0.28
10/24/18,0.26
10/25/18,0.28
10/26/18,0.27
10/29/18,0.27
10/30/18,0.28
10/31/18,0.28
11/1/18,0.3
11/2/18,0.31
11/5/18,0.29
11/6/18,0.29
11/7/18,0.26
11/8/18,0.26
11/9/18,0.25
11/12/18,.
11/13/18,0.25
11/14/18,0.26
11/15/18,0.25
11/16/18,0.27
11/19/18,0.27
11/20/18,0.27
11/21/18,0.25
11/22/18,.
11/23/18,0.24
11/26/18,0.23
11/27/18,0.23
11/28/18,0.25
11/29/18,0.22
11/30/18,0.21
12/3/18,0.15
12/4/18,0.11
12/5/18,.
12/6/18,0.12
12/7/18,0.13
12/10/18,0.13
12/11/18,0.11
12/12/18,0.14
12/13/18,0.16
12/14/18,0.16
12/17/18,0.16
12/18/18,0.17
12/19/18,0.14
12/20/18,0.12
12/21/18,0.16
12/24/18,0.19
12/25/18,.
12/26/18,0.2
12/27/18,0.21
12/28/18,0.2
12/31/18,0.21
1/1/19,.
1/2/19,0.16
1/3/19,0.17
1/4/19,0.17
1/7/19,0.17
1/8/19,0.15
1/9/19,0.18
1/10/19,0.18
1/11/19,0.16
1/14/19,0.18
1/15/19,0.19
1/16/19,0.18
1/17/19,0.19
1/18/19,0.17
1/21/19,.
1/22/19,0.16
1/23/19,0.18
1/24/19,0.16
1/25/19,0.16
1/28/19,0.15
1/29/19,0.16
1/30/19,0.18
1/31/19,0.18
2/1/19,0.18
2/4/19,0.2
2/5/19,0.18
2/6/19,0.18
2/7/19,0.17
2/8/19,0.18
2/11/19,0.17
2/12/19,0.18
2/13/19,0.18
2/14/19,0.16
2/15/19,0.14
2/18/19,.
2/19/19,0.15
2/20/19,0.15
2/21/19,0.16
2/22/19,0.17
2/25/19,0.16
2/26/19,0.16
2/27/19,0.19
2/28/19,0.21
3/1/19,0.21
3/4/19,0.17
3/5/19,0.17
3/6/19,0.17
3/7/19,0.17
3/8/19,0.17
3/11/19,0.17
3/12/19,0.16
3/13/19,0.16
3/14/19,0.17
3/15/19,0.16
3/18/19,0.15
3/19/19,0.15
3/20/19,0.14
3/21/19,0.13
3/22/19,0.13
3/25/19,0.17
3/26/19,0.17
3/27/19,0.17
3/28/19,0.16
3/29/19,0.14
4/1/19,0.16
4/2/19,0.18
4/3/19,0.19
4/4/19,0.18
4/5/19,0.15
4/8/19,0.16
4/9/19,0.16
4/10/19,0.17
4/11/19,0.16
4/12/19,0.16
4/15/19,0.15
4/16/19,0.19
4/17/19,0.19
4/18/19,0.19
4/19/19,.
4/22/19,0.21
4/23/19,0.21
4/24/19,0.21
4/25/19,0.21
4/26/19,0.23
4/29/19,0.24
4/30/19,0.24
5/1/19,0.21
5/2/19,0.2
5/3/19,0.21
5/6/19,0.2
5/7/19,0.17
5/8/19,0.19
5/9/19,0.19
5/10/19,0.21
5/13/19,0.22
5/14/19,0.22
5/15/19,0.21
5/16/19,0.2
5/17/19,0.19
5/20/19,0.2
5/21/19,0.17
5/22/19,0.16
5/23/19,0.19
5/24/19,0.16
5/27/19,.
5/28/19,0.14
5/29/19,0.16
5/30/19,0.16
5/31/19,0.19
6/3/19,0.25
6/4/19,0.24
6/5/19,0.29
6/6/19,0.24
6/7/19,0.24
6/10/19,0.25
6/11/19,0.22
6/12/19,0.25
6/13/19,0.27
6/14/19,0.25
6/17/19,0.23
6/18/19,0.2
6/19/19,0.29
6/20/19,0.29
6/21/19,0.3
6/24/19,0.3
6/25/19,0.29
6/26/19,0.28
6/27/19,0.27
6/28/19,0.25
7/1/19,0.25
7/2/19,0.21
7/3/19,0.19
7/4/19,.
7/5/19,0.17
7/8/19,0.17
7/9/19,0.15
7/10/19,0.25
7/11/19,0.28
7/12/19,0.28
7/15/19,0.26
7/16/19,0.26
7/17/19,0.23
7/18/19,0.27
7/19/19,0.25
7/22/19,0.25
7/23/19,0.25
7/24/19,0.22
7/25/19,0.22
7/26/19,0.22
7/29/19,0.21
7/30/19,0.21
7/31/19,0.13
8/1/19,0.17
8/2/19,0.14
8/5/19,0.16
8/6/19,0.13
8/7/19,0.12
8/8/19,0.1
8/9/19,0.11
8/12/19,0.07
8/13/19,0.02
8/14/19,0.01
8/15/19,0.04
8/16/19,0.07
8/19/19,0.07
8/20/19,0.05
8/21/19,0.03
8/22/19,0.01
8/23/19,0.01
8/26/19,0
8/27/19,-0.04
8/28/19,-0.03
8/29/19,-0.03
8/30/19,0
9/2/19,.
9/3/19,0
9/4/19,0.04
9/5/19,0.02
9/6/19,0.02
9/9/19,0.05
9/10/19,0.05
9/11/19,0.07
9/12/19,0.07
9/13/19,0.11
9/16/19,0.1
9/17/19,0.09
9/18/19,0.03
9/19/19,0.05
9/20/19,0.05
9/23/19,0.04
9/24/19,0.04
9/25/19,0.05
9/26/19,0.04
9/27/19,0.06
9/30/19,0.05
10/1/19,0.09
10/2/19,0.12
10/3/19,0.15
10/4/19,0.12
10/7/19,0.1
10/8/19,0.12
10/9/19,0.12
10/10/19,0.14
10/11/19,0.13
10/14/19,.
10/15/19,0.16
10/16/19,0.17
10/17/19,0.16
10/18/19,0.18
10/21/19,0.18
10/22/19,0.18
10/23/19,0.19
10/24/19,0.19
10/25/19,0.17
10/28/19,0.21
10/29/19,0.2
10/30/19,0.17
10/31/19,0.17
11/1/19,0.17
11/4/19,0.19
11/5/19,0.23
11/6/19,0.2
11/7/19,0.24
11/8/19,0.26
11/11/19,.
11/12/19,0.26
11/13/19,0.25
11/14/19,0.24
11/15/19,0.23
11/18/19,0.21
11/19/19,0.19
11/20/19,0.17
11/21/19,0.17
11/22/19,0.16
11/25/19,0.15
11/26/19,0.16
11/27/19,0.14
11/28/19,.
11/29/19,0.17
12/2/19,0.22
12/3/19,0.19
12/4/19,0.19
12/5/19,0.22
12/6/19,0.23
12/9/19,0.2
12/10/19,0.2
12/11/19,0.18
12/12/19,0.24
12/13/19,0.21
12/16/19,0.24
12/17/19,0.26
12/18/19,0.29
12/19/19,0.3
12/20/19,0.29
12/23/19,0.29
12/24/19,0.28
12/25/19,.
12/26/19,0.26
12/27/19,0.29
12/30/19,0.32
12/31/19,0.34
1/1/20,.
1/2/20,0.3
1/3/20,0.27
1/6/20,0.27
1/7/20,0.29
1/8/20,0.29
1/9/20,0.27
1/10/20,0.27
1/13/20,0.27
1/14/20,0.24
1/15/20,0.23
1/16/20,0.23
1/17/20,0.26
1/20/20,.
1/21/20,0.25
1/22/20,0.24
1/23/20,0.23
1/24/20,0.21
1/27/20,0.17
1/28/20,0.2
1/29/20,0.18
1/30/20,0.16
1/31/20,0.18
2/3/20,0.18
2/4/20,0.2
2/5/20,0.22
2/6/20,0.21
2/7/20,0.18
2/10/20,0.19
2/11/20,0.18
2/12/20,0.18
2/13/20,0.17
2/14/20,0.17
2/17/20,.
2/18/20,0.14
2/19/20,0.14
2/20/20,0.13
2/21/20,0.12
2/24/20,0.12
2/25/20,0.13
2/26/20,0.17
2/27/20,0.19
2/28/20,0.27
3/2/20,0.26
3/3/20,0.31
3/4/20,0.35
3/5/20,0.33
3/6/20,0.25
3/9/20,0.16
3/10/20,0.26
3/11/20,0.32
3/12/20,0.38
3/13/20,0.45
3/16/20,0.37
3/17/20,0.55
3/18/20,0.64
3/19/20,0.68
3/20/20,0.55
3/23/20,0.48
3/24/20,0.46
3/25/20,0.54
3/26/20,0.53
3/27/20,0.47
3/30/20,0.47
3/31/20,0.47
4/1/20,0.39
4/2/20,0.4
4/3/20,0.39
4/6/20,0.4
