DATE,BAMLH0A0HYM2
3/28/18,3.77
3/29/18,3.79
3/30/18,.
3/31/18,3.72
4/2/18,3.77
4/3/18,3.71
4/4/18,3.71
4/5/18,3.59
4/6/18,3.64
4/9/18,3.61
4/10/18,3.52
4/11/18,3.5
4/12/18,3.42
4/13/18,3.38
4/16/18,3.33
4/17/18,3.29
4/18/18,3.24
4/19/18,3.33
4/20/18,3.33
4/23/18,3.36
4/24/18,3.41
4/25/18,3.47
4/26/18,3.43
4/27/18,3.44
4/30/18,3.46
5/1/18,3.47
5/2/18,3.45
5/3/18,3.5
5/4/18,3.49
5/7/18,3.46
5/8/18,3.46
5/9/18,3.43
5/10/18,3.41
5/11/18,3.4
5/14/18,3.37
5/15/18,3.36
5/16/18,3.37
5/17/18,3.36
5/18/18,3.41
5/21/18,3.4
5/22/18,3.39
5/23/18,3.48
5/24/18,3.49
5/25/18,3.53
5/28/18,3.53
5/29/18,3.75
5/30/18,3.64
5/31/18,3.63
6/1/18,3.55
6/4/18,3.49
6/5/18,3.5
6/6/18,3.44
6/7/18,3.44
6/8/18,3.45
6/11/18,3.39
6/12/18,3.38
6/13/18,3.33
6/14/18,3.31
6/15/18,3.33
6/18/18,3.34
6/19/18,3.4
6/20/18,3.34
6/21/18,3.39
6/22/18,3.39
6/25/18,3.47
6/26/18,3.48
6/27/18,3.56
6/28/18,3.64
6/29/18,3.61
6/30/18,3.71
7/2/18,3.78
7/3/18,3.77
7/4/18,3.77
7/5/18,3.74
7/6/18,3.74
7/9/18,3.65
7/10/18,3.59
7/11/18,3.66
7/12/18,3.61
7/13/18,3.62
7/16/18,3.59
7/17/18,3.58
7/18/18,3.56
7/19/18,3.59
7/20/18,3.55
7/23/18,3.5
7/24/18,3.47
7/25/18,3.48
7/26/18,3.42
7/27/18,3.42
7/30/18,3.43
7/31/18,3.46
8/1/18,3.43
8/2/18,3.43
8/3/18,3.43
8/6/18,3.43
8/7/18,3.35
8/8/18,3.37
8/9/18,3.38
8/10/18,3.5
8/13/18,3.52
8/14/18,3.48
8/15/18,3.55
8/16/18,3.49
8/17/18,3.49
8/20/18,3.52
8/21/18,3.48
8/22/18,3.48
8/23/18,3.47
8/24/18,3.46
8/27/18,3.43
8/28/18,3.4
8/29/18,3.39
8/30/18,3.44
8/31/18,3.49
9/3/18,3.49
9/4/18,3.46
9/5/18,3.49
9/6/18,3.52
9/7/18,3.48
9/10/18,3.46
9/11/18,3.4
9/12/18,3.38
9/13/18,3.35
9/14/18,3.29
9/17/18,3.29
9/18/18,3.24
9/19/18,3.24
9/20/18,3.25
9/21/18,3.25
9/24/18,3.28
9/25/18,3.26
9/26/18,3.27
9/27/18,3.25
9/28/18,3.24
9/30/18,3.28
10/1/18,3.22
10/2/18,3.22
10/3/18,3.16
10/4/18,3.29
10/5/18,3.32
10/8/18,3.32
10/9/18,3.41
10/10/18,3.51
10/11/18,3.58
10/12/18,3.54
10/15/18,3.49
10/16/18,3.45
10/17/18,3.45
10/18/18,3.51
10/19/18,3.51
10/22/18,3.52
10/23/18,3.65
10/24/18,3.68
10/25/18,3.72
10/26/18,3.85
10/29/18,3.84
10/30/18,3.89
10/31/18,3.81
11/1/18,3.81
11/2/18,3.72
11/5/18,3.72
11/6/18,3.68
11/7/18,3.6
11/8/18,3.57
11/9/18,3.71
11/12/18,3.71
11/13/18,3.89
11/14/18,3.99
11/15/18,4.11
11/16/18,4.18
11/19/18,4.25
11/20/18,4.33
11/21/18,4.24
11/22/18,4.25
11/23/18,4.29
11/26/18,4.26
11/27/18,4.31
11/28/18,4.25
11/29/18,4.22
11/30/18,4.29
12/3/18,4.2
12/4/18,4.29
12/5/18,4.29
12/6/18,4.5
12/7/18,4.5
12/10/18,4.56
12/11/18,4.48
12/12/18,4.4
12/13/18,4.39
12/14/18,4.46
12/17/18,4.58
12/18/18,4.72
12/19/18,4.84
12/20/18,5.11
12/21/18,5.22
12/24/18,5.35
12/25/18,.
12/26/18,5.37
12/27/18,5.38
12/28/18,5.3
12/31/18,5.33
1/1/19,.
1/2/19,5.35
1/3/19,5.44
1/4/19,5.05
1/7/19,4.83
1/8/19,4.65
1/9/19,4.52
1/10/19,4.54
1/11/19,4.55
1/14/19,4.6
1/15/19,4.55
1/16/19,4.44
1/17/19,4.4
1/18/19,4.27
1/21/19,4.27
1/22/19,4.41
1/23/19,4.39
1/24/19,4.45
1/25/19,4.34
1/28/19,4.41
1/29/19,4.4
1/30/19,4.36
1/31/19,4.37
2/1/19,4.29
2/4/19,4.25
2/5/19,4.15
2/6/19,4.13
2/7/19,4.29
2/8/19,4.32
2/11/19,4.28
2/12/19,4.17
2/13/19,4.12
2/14/19,4.17
2/15/19,4.12
2/18/19,4.12
2/19/19,4.11
2/20/19,4.08
2/21/19,4.04
2/22/19,4.05
2/25/19,4
2/26/19,4.01
2/27/19,3.94
2/28/19,3.92
3/1/19,3.86
3/4/19,3.9
3/5/19,3.91
3/6/19,3.98
3/7/19,4.1
3/8/19,4.18
3/11/19,4.12
3/12/19,4.08
3/13/19,3.99
3/14/19,3.95
3/15/19,3.95
3/18/19,3.95
3/19/19,3.91
3/20/19,3.97
3/21/19,3.92
3/22/19,4.03
3/25/19,4.13
3/26/19,4.09
3/27/19,4.09
3/28/19,4.08
3/29/19,3.99
3/31/19,4.05
4/1/19,3.94
4/2/19,3.95
4/3/19,3.9
4/4/19,3.9
4/5/19,3.86
4/8/19,3.84
4/9/19,3.86
4/10/19,3.86
4/11/19,3.79
4/12/19,3.68
