Date,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
3/28/2013,14.6242,10.3436,12.0659,1.41,4.28,1.21,2.56,1.17,1.72
4/1/2013,14.1474,9.7541,11.5057,1.45,4.39,1.23,2.64,1.18,1.75
4/2/2013,13.7273,9.4256,11.0594,1.46,4.3,1.24,2.67,1.17,1.63
4/3/2013,12.8469,9.2571,10.5925,1.39,3.59,1.21,2.25,1.14,1.34
4/4/2013,12.618,9.3168,10.5286,1.35,3.3,1.2,2.09,1.13,1.21
4/5/2013,12.5688,9.1018,10.3292,1.38,3.47,1.22,2.24,1.13,1.23
4/8/2013,17.7998,11.9033,14.3835,1.5,5.9,1.24,3.42,1.21,2.48
4/9/2013,14.4172,10.1966,11.7721,1.41,4.22,1.22,2.65,1.15,1.58
4/10/2013,17.483,12.3162,14.2408,1.42,5.17,1.23,3.24,1.16,1.92
4/11/2013,18.4377,12.7429,14.9486,1.45,5.69,1.23,3.49,1.17,2.21
4/12/2013,15.4568,10.8012,12.6152,1.43,4.66,1.23,2.84,1.17,1.81
4/15/2013,15.0399,10.5819,12.2763,1.42,4.46,1.23,2.76,1.16,1.69
4/16/2013,13.9779,9.9075,11.395,1.41,4.07,1.23,2.58,1.15,1.49
4/17/2013,14.3385,9.9063,11.6234,1.45,4.43,1.23,2.72,1.17,1.72
4/18/2013,14.1979,10.1504,11.6161,1.4,4.05,1.22,2.58,1.14,1.47
4/19/2013,14.3686,10.0841,11.6952,1.42,4.28,1.23,2.67,1.16,1.61
4/22/2013,14.4492,10.1724,11.7921,1.42,4.28,1.23,2.66,1.16,1.62
4/23/2013,14.0025,9.977,11.3659,1.4,4.03,1.23,2.64,1.14,1.39
4/24/2013,15.2448,10.9696,12.5148,1.39,4.28,1.22,2.73,1.14,1.55
4/25/2013,14.2546,10.1052,11.6511,1.41,4.15,1.22,2.6,1.15,1.55
4/26/2013,13.3587,9.5707,10.9902,1.4,3.79,1.22,2.37,1.15,1.42
4/29/2013,13.2887,9.5426,10.8232,1.39,3.75,1.23,2.47,1.13,1.28
4/30/2013,13.2449,9.6121,10.8414,1.38,3.63,1.22,2.4,1.13,1.23
5/1/2013,12.8367,9.6031,10.7725,1.34,3.23,1.19,2.06,1.12,1.17
5/2/2013,13.4345,9.8138,11.1979,1.37,3.62,1.2,2.24,1.14,1.38
5/3/2013,12.6455,9.5955,10.6334,1.32,3.05,1.19,2.01,1.11,1.04
5/6/2013,13.2042,10.2674,11.3201,1.29,2.94,1.17,1.88,1.1,1.05
5/7/2013,13.2978,10.401,11.4057,1.28,2.9,1.17,1.89,1.1,1
5/8/2013,13.1748,10.2454,11.2384,1.29,2.93,1.17,1.94,1.1,0.99
5/9/2013,13.5103,10.6497,11.5936,1.27,2.86,1.17,1.92,1.09,0.94
5/10/2013,12.5991,10.2173,11.0151,1.23,2.38,1.14,1.58,1.08,0.8
5/13/2013,13.0221,10.6374,11.4171,1.22,2.38,1.14,1.61,1.07,0.78
5/14/2013,13.4597,10.9215,11.8083,1.23,2.54,1.14,1.65,1.08,0.89
5/15/2013,14.237,11.4461,12.5091,1.24,2.79,1.14,1.73,1.09,1.06
5/16/2013,14.5045,11.3232,12.5611,1.28,3.18,1.15,1.94,1.11,1.24
5/17/2013,14.721,11.2308,12.5726,1.31,3.49,1.17,2.15,1.12,1.34
5/20/2013,14.6462,11.1699,12.6117,1.31,3.48,1.16,2.03,1.13,1.44
5/21/2013,15.5033,11.537,13.1003,1.34,3.97,1.18,2.4,1.14,1.56
5/22/2013,15.2372,11.1525,12.7715,1.37,4.08,1.19,2.47,1.15,1.62
5/23/2013,17.1275,12.2775,14.1948,1.4,4.85,1.21,2.93,1.16,1.92
5/24/2013,17.0059,12.2585,14.1424,1.39,4.75,1.2,2.86,1.15,1.88
5/28/2013,17.5117,12.661,14.6798,1.38,4.85,1.19,2.83,1.16,2.02
5/29/2013,18.6524,13.5977,15.6851,1.37,5.05,1.19,2.97,1.15,2.09
5/30/2013,18.0126,12.8799,14.9871,1.4,5.13,1.2,3.03,1.16,2.11
5/31/2013,15.759,11.4102,13.298,1.38,4.35,1.19,2.46,1.17,1.89
6/3/2013,16.4358,11.7687,13.6709,1.4,4.67,1.2,2.76,1.16,1.9
6/4/2013,18.2554,13.1303,15.2662,1.39,5.13,1.2,2.99,1.16,2.14
6/5/2013,19.8731,14.2919,16.708,1.39,5.58,1.19,3.17,1.17,2.42
6/6/2013,17.4306,12.6036,14.7607,1.38,4.83,1.18,2.67,1.17,2.16
6/7/2013,18.4247,13.1632,15.3835,1.4,5.26,1.2,3.04,1.17,2.22
6/10/2013,18.2137,13.0571,15.2317,1.39,5.16,1.2,2.98,1.17,2.17
6/11/2013,17.8512,12.6766,14.8107,1.41,5.17,1.21,3.04,1.17,2.13
6/12/2013,17.7709,12.7539,14.9039,1.39,5.02,1.19,2.87,1.17,2.15
6/13/2013,22.6116,15.8338,18.6944,1.43,6.78,1.21,3.92,1.18,2.86
6/14/2013,20.1774,14.1564,16.8802,1.43,6.02,1.2,3.3,1.19,2.72
6/17/2013,21.5338,15.4641,18.2396,1.39,6.07,1.18,3.29,1.18,2.78
6/18/2013,19.8229,14.3085,16.7977,1.39,5.51,1.18,3.03,1.17,2.49
6/19/2013,18.41,13.1895,15.5901,1.4,5.22,1.18,2.82,1.18,2.4
6/20/2013,17.8615,13.0825,15.1759,1.37,4.78,1.18,2.69,1.16,2.09
6/21/2013,17.5548,12.7919,14.8661,1.37,4.76,1.18,2.69,1.16,2.07
6/24/2013,17.6262,12.6559,14.8267,1.39,4.97,1.19,2.8,1.17,2.17
6/25/2013,17.3705,12.7459,14.9234,1.36,4.62,1.16,2.45,1.17,2.18
6/26/2013,17.4846,12.7781,14.812,1.37,4.71,1.18,2.67,1.16,2.03
6/27/2013,15.9503,11.7279,13.3983,1.36,4.22,1.19,2.55,1.14,1.67
6/28/2013,15.6024,11.5121,13.1611,1.36,4.09,1.19,2.44,1.14,1.65
7/1/2013,14.9075,11.4238,12.8606,1.3,3.48,1.16,2.05,1.13,1.44
7/2/2013,14.9239,11.359,12.7918,1.31,3.56,1.17,2.13,1.13,1.43
7/3/2013,14.2771,11.1858,12.5128,1.28,3.09,1.14,1.76,1.12,1.33
7/5/2013,14.2357,11.1393,12.275,1.28,3.1,1.16,1.96,1.1,1.14
7/8/2013,14.2316,11.3688,12.4899,1.25,2.86,1.14,1.74,1.1,1.12
7/9/2013,14.9202,11.7488,12.9471,1.27,3.17,1.15,1.97,1.1,1.2
7/10/2013,14.3846,11.3084,12.4464,1.27,3.08,1.16,1.94,1.1,1.14
7/11/2013,14.0015,10.8765,12.0097,1.29,3.13,1.17,1.99,1.1,1.13
7/12/2013,13.3492,10.1993,11.3511,1.31,3.15,1.18,2,1.11,1.15
7/15/2013,12.8898,9.8613,10.916,1.31,3.03,1.18,1.97,1.11,1.05
7/16/2013,13.0822,10.0965,11.2142,1.3,2.99,1.17,1.87,1.11,1.12
7/17/2013,13.8797,10.2567,11.5677,1.35,3.62,1.2,2.31,1.13,1.31
7/18/2013,13.6293,10.0034,11.3339,1.36,3.63,1.2,2.3,1.13,1.33
7/19/2013,13.3657,9.8883,11.086,1.35,3.48,1.21,2.28,1.12,1.2
7/22/2013,13.8111,10.3229,11.7604,1.34,3.49,1.17,2.05,1.14,1.44
7/23/2013,14.3507,10.1388,11.6922,1.42,4.21,1.23,2.66,1.15,1.55
7/24/2013,14.4262,10.1915,11.9486,1.42,4.23,1.21,2.48,1.17,1.76
7/25/2013,13.392,10.1293,11.38,1.32,3.26,1.18,2.01,1.12,1.25
7/26/2013,12.1542,9.4454,10.4741,1.29,2.71,1.16,1.68,1.11,1.03
7/29/2013,12.0104,9.2957,10.2242,1.29,2.71,1.17,1.79,1.1,0.93
7/30/2013,13.2708,9.664,10.9564,1.37,3.61,1.21,2.31,1.13,1.29
7/31/2013,13.9022,9.5956,11.1949,1.45,4.31,1.24,2.71,1.17,1.6
8/1/2013,13.4392,9.5344,11.0069,1.41,3.9,1.22,2.43,1.15,1.47
8/2/2013,14.0412,9.74,11.4316,1.44,4.3,1.23,2.61,1.17,1.69
8/5/2013,14.5134,10.1357,11.8584,1.43,4.38,1.22,2.66,1.17,1.72
8/6/2013,13.8259,9.7206,11.3109,1.42,4.11,1.22,2.52,1.16,1.59
8/7/2013,14.2865,10.1377,11.6948,1.41,4.15,1.22,2.59,1.15,1.56
8/8/2013,16.0275,11.5334,13.3652,1.39,4.49,1.2,2.66,1.16,1.83
8/9/2013,15.7042,11.1715,12.9864,1.41,4.53,1.21,2.72,1.16,1.81
8/12/2013,16.3785,11.7128,13.6384,1.4,4.67,1.2,2.74,1.16,1.93
8/13/2013,15.8769,11.5401,13.3301,1.38,4.34,1.19,2.55,1.16,1.79
8/14/2013,16.8386,12.1171,13.9597,1.39,4.72,1.21,2.88,1.15,1.84
8/15/2013,15.6755,11.2229,13.0298,1.4,4.45,1.2,2.65,1.16,1.81
8/16/2013,15.0353,10.8421,12.5309,1.39,4.19,1.2,2.5,1.16,1.69
8/19/2013,16.1036,11.7663,13.5141,1.37,4.34,1.19,2.59,1.15,1.75
8/20/2013,18.3388,13.2026,15.2457,1.39,5.14,1.2,3.09,1.15,2.04
8/21/2013,17.64,12.872,14.8287,1.37,4.77,1.19,2.81,1.15,1.96
8/22/2013,18.0915,13.2224,15.2117,1.37,4.87,1.19,2.88,1.15,1.99
8/23/2013,18.3233,13.3057,15.3458,1.38,5.02,1.19,2.98,1.15,2.04
8/26/2013,18.19,13.4259,15.3461,1.35,4.76,1.19,2.84,1.14,1.92
8/27/2013,17.1853,12.6289,14.5502,1.36,4.56,1.18,2.64,1.15,1.92
8/28/2013,16.7974,12.4268,14.2256,1.35,4.37,1.18,2.57,1.14,1.8
8/29/2013,16.9923,12.2685,14.2474,1.39,4.72,1.19,2.74,1.16,1.98
8/30/2013,16.5049,12.0238,13.8416,1.37,4.48,1.19,2.66,1.15,1.82
9/3/2013,15.2049,11.2519,12.8642,1.35,3.95,1.18,2.34,1.14,1.61
9/4/2013,14.2792,10.5245,12.016,1.36,3.75,1.19,2.26,1.14,1.49
9/5/2013,14.9368,10.9451,12.6462,1.36,3.99,1.18,2.29,1.16,1.7
9/6/2013,14.8799,10.8351,12.4018,1.37,4.04,1.2,2.48,1.14,1.57
9/9/2013,15.1117,11.1073,12.6879,1.36,4,1.19,2.42,1.14,1.58
9/10/2013,15.25,11.0353,12.637,1.38,4.21,1.21,2.61,1.15,1.6
9/11/2013,14.4265,10.831,12.1768,1.33,3.6,1.18,2.25,1.12,1.35
9/12/2013,13.4455,10.6915,11.7104,1.26,2.75,1.15,1.74,1.1,1.02
9/13/2013,13.5793,10.1896,11.7406,1.33,3.39,1.16,1.84,1.15,1.55
9/16/2013,14.7727,11.0326,12.5009,1.34,3.74,1.18,2.27,1.13,1.47
9/17/2013,14.7176,11.0135,12.5106,1.34,3.7,1.18,2.21,1.14,1.5
9/18/2013,14.4599,10.6869,12.2041,1.35,3.77,1.18,2.26,1.14,1.52
9/19/2013,14.4955,10.6897,12.1978,1.36,3.81,1.19,2.3,1.14,1.51
9/20/2013,16.177,11.3372,13.2319,1.43,4.84,1.22,2.95,1.17,1.89
9/23/2013,17.6771,12.5708,14.6427,1.41,5.11,1.21,3.03,1.16,2.07
9/24/2013,16.5245,11.5942,13.5668,1.43,4.93,1.22,2.96,1.17,1.97
9/25/2013,17.2875,12.11,14.1574,1.43,5.18,1.22,3.13,1.17,2.05
9/26/2013,19.0685,13.1943,15.5051,1.45,5.87,1.23,3.56,1.18,2.31
9/27/2013,18.0269,12.4979,14.6374,1.44,5.53,1.23,3.39,1.17,2.14
9/30/2013,21.1678,14.4272,17.0215,1.47,6.74,1.24,4.15,1.18,2.59
10/1/2013,22.8879,15.7143,18.6694,1.46,7.17,1.23,4.22,1.19,2.96
10/2/2013,21.6767,15.0951,17.8718,1.44,6.58,1.21,3.8,1.18,2.78
10/3/2013,18.0368,12.5243,14.7232,1.44,5.51,1.23,3.31,1.18,2.2
10/4/2013,16.4756,11.2701,13.3408,1.46,5.21,1.23,3.13,1.18,2.07
10/7/2013,16.5851,11.4147,13.4681,1.45,5.17,1.23,3.12,1.18,2.05
10/8/2013,19.0802,13.1556,15.3747,1.45,5.92,1.24,3.71,1.17,2.22
10/9/2013,15.2184,10.8254,12.3868,1.41,4.39,1.23,2.83,1.14,1.56
10/10/2013,13.2583,10.2332,11.2524,1.3,3.03,1.18,2.01,1.1,1.02
10/11/2013,12.6548,9.6436,10.4983,1.31,3.01,1.21,2.16,1.09,0.85
10/14/2013,12.7978,9.8007,10.7497,1.31,3,1.19,2.05,1.1,0.95
10/15/2013,12.9121,10.1087,10.8674,1.28,2.8,1.19,2.04,1.08,0.76
10/16/2013,13.0108,9.9391,10.9442,1.31,3.07,1.19,2.07,1.1,1.01
10/17/2013,12.6263,9.8277,10.7541,1.28,2.8,1.17,1.87,1.09,0.93
10/18/2013,12.4409,9.5979,10.5723,1.3,2.84,1.18,1.87,1.1,0.97
10/21/2013,12.6337,9.8445,10.7803,1.28,2.79,1.17,1.85,1.1,0.94
10/22/2013,12.751,9.9823,10.8712,1.28,2.77,1.17,1.88,1.09,0.89
10/23/2013,13.1222,10.0769,11.1307,1.3,3.05,1.18,1.99,1.1,1.05
10/24/2013,13.1599,9.9588,11.1158,1.32,3.2,1.18,2.04,1.12,1.16
10/25/2013,12.4181,9.4383,10.4837,1.32,2.98,1.18,1.93,1.11,1.05
10/28/2013,12.4649,9.4907,10.5519,1.31,2.97,1.18,1.91,1.11,1.06
10/29/2013,12.8267,9.8336,10.93,1.3,2.99,1.17,1.9,1.11,1.1
10/30/2013,12.3433,9.622,10.5958,1.28,2.72,1.16,1.75,1.1,0.97
10/31/2013,13.5469,10.5332,11.6454,1.29,3.01,1.16,1.9,1.11,1.11
11/1/2013,12.2343,9.5774,10.6177,1.28,2.66,1.15,1.62,1.11,1.04
11/4/2013,12.7833,9.8405,10.8589,1.3,2.94,1.18,1.92,1.1,1.02
11/5/2013,13.1278,9.8014,10.9711,1.34,3.33,1.2,2.16,1.12,1.17
11/6/2013,12.5217,9.4431,10.5366,1.33,3.08,1.19,1.99,1.12,1.09
11/7/2013,12.0739,9.1454,10.1522,1.32,2.93,1.19,1.92,1.11,1.01
11/8/2013,11.7504,8.9582,9.9595,1.31,2.79,1.18,1.79,1.11,1
11/11/2013,12.631,9.5856,10.5942,1.32,3.05,1.19,2.04,1.11,1.01
11/12/2013,13.0264,9.83,10.9141,1.33,3.2,1.19,2.11,1.11,1.08
11/13/2013,13.0176,9.677,10.8497,1.35,3.34,1.2,2.17,1.12,1.17
11/14/2013,12.3383,9.5127,10.4753,1.3,2.83,1.18,1.86,1.1,0.96
11/15/2013,11.6987,8.966,9.8658,1.3,2.73,1.19,1.83,1.1,0.9
11/18/2013,12.1017,9.1859,10.2708,1.32,2.92,1.18,1.83,1.12,1.08
11/19/2013,12.1353,9.4354,10.297,1.29,2.7,1.18,1.84,1.09,0.86
11/20/2013,12.0537,9.2635,10.2315,1.3,2.79,1.18,1.82,1.1,0.97
11/21/2013,12.9962,9.8543,10.8511,1.32,3.14,1.2,2.15,1.1,1
11/22/2013,13.4618,10.1505,11.2182,1.33,3.31,1.2,2.24,1.11,1.07
11/25/2013,13.8519,10.2772,11.5033,1.35,3.57,1.2,2.35,1.12,1.23
11/26/2013,14.173,10.4334,11.745,1.36,3.74,1.21,2.43,1.13,1.31
11/27/2013,14.7858,10.9306,12.4072,1.35,3.86,1.19,2.38,1.14,1.48
11/29/2013,13.3165,9.7966,11.0257,1.36,3.52,1.21,2.29,1.13,1.23
12/2/2013,13.2407,9.9168,11.0681,1.34,3.32,1.2,2.17,1.12,1.15
12/3/2013,13.823,10.2276,11.5358,1.35,3.6,1.2,2.29,1.13,1.31
12/4/2013,15.2811,11.3535,12.8175,1.35,3.93,1.19,2.46,1.13,1.46
12/5/2013,15.5094,11.5702,13.0572,1.34,3.94,1.19,2.45,1.13,1.49
12/6/2013,15.7763,11.6209,13.2363,1.36,4.16,1.19,2.54,1.14,1.62
12/9/2013,16.2232,11.7365,13.485,1.38,4.49,1.2,2.74,1.15,1.75
12/10/2013,16.3037,11.7786,13.4639,1.38,4.53,1.21,2.84,1.14,1.69
12/11/2013,13.6453,9.8528,11.3067,1.38,3.79,1.21,2.34,1.15,1.45
12/12/2013,13.6111,9.883,11.1576,1.38,3.73,1.22,2.45,1.13,1.27
12/13/2013,13.0092,9.3918,10.5855,1.39,3.62,1.23,2.42,1.13,1.19
12/16/2013,12.3837,9.1728,10.2608,1.35,3.21,1.21,2.12,1.12,1.09
12/17/2013,11.9321,8.7373,9.9691,1.37,3.19,1.2,1.96,1.14,1.23
12/18/2013,11.7075,8.9166,9.8615,1.31,2.79,1.19,1.85,1.11,0.94
12/19/2013,11.7092,8.8446,9.8375,1.32,2.86,1.19,1.87,1.11,0.99
12/20/2013,13.2458,9.8426,11.0449,1.35,3.4,1.2,2.2,1.12,1.2
12/23/2013,13.5561,10.1978,11.4814,1.33,3.36,1.18,2.07,1.13,1.28
12/24/2013,14.1895,10.5995,11.9049,1.34,3.59,1.19,2.28,1.12,1.31
12/26/2013,13.8924,10.3523,11.554,1.34,3.54,1.2,2.34,1.12,1.2
12/27/2013,13.602,10.2635,11.4863,1.33,3.34,1.18,2.12,1.12,1.22
12/30/2013,12.8569,9.7927,10.8942,1.31,3.06,1.18,1.96,1.11,1.1
12/31/2013,12.7949,9.6941,10.8035,1.32,3.1,1.18,1.99,1.11,1.11
1/2/2014,12.6225,9.6039,10.7163,1.31,3.02,1.18,1.91,1.12,1.11
1/3/2014,11.9795,8.9814,10.1398,1.33,3,1.18,1.84,1.13,1.16
1/6/2014,13.9644,10.3354,11.6945,1.35,3.63,1.19,2.27,1.13,1.36
1/7/2014,12.7524,9.3597,10.6061,1.36,3.39,1.2,2.15,1.13,1.25
1/8/2014,12.5946,9.16,10.4178,1.37,3.43,1.21,2.18,1.14,1.26
1/9/2014,12.5365,9.0315,10.2926,1.39,3.51,1.22,2.24,1.14,1.26
1/10/2014,12.6749,8.8244,10.1815,1.44,3.85,1.24,2.49,1.15,1.36
1/13/2014,12.5694,8.8717,10.1482,1.42,3.7,1.24,2.42,1.14,1.28
1/14/2014,12.545,8.9831,10.1748,1.4,3.56,1.23,2.37,1.13,1.19
1/15/2014,13.6496,9.614,11.1179,1.42,4.04,1.23,2.53,1.16,1.5
1/16/2014,17.8629,12.0033,14.3459,1.49,5.86,1.25,3.52,1.2,2.34
1/17/2014,17.5834,12.423,14.4005,1.42,5.16,1.22,3.18,1.16,1.98
1/21/2014,16.2053,11.7952,13.4066,1.37,4.41,1.21,2.8,1.14,1.61
1/22/2014,18.0486,12.9829,14.8997,1.39,5.07,1.21,3.15,1.15,1.92
1/23/2014,17.2273,11.9675,13.8306,1.44,5.26,1.25,3.4,1.16,1.86
1/24/2014,18.9978,13.3188,15.4556,1.43,5.68,1.23,3.54,1.16,2.14
1/27/2014,22.0993,15.4544,18.1189,1.43,6.64,1.22,3.98,1.17,2.66
1/28/2014,19.2269,13.6536,15.8068,1.41,5.57,1.22,3.42,1.16,2.15
1/29/2014,20.1824,14.3544,16.6223,1.41,5.83,1.21,3.56,1.16,2.27
1/30/2014,17.6639,12.9134,14.7655,1.37,4.75,1.2,2.9,1.14,1.85
1/31/2014,15.1407,11.2315,12.6533,1.35,3.91,1.2,2.49,1.13,1.42
2/3/2014,15.293,11.2941,12.7257,1.35,4,1.2,2.57,1.13,1.43
2/4/2014,14.0753,10.5157,11.7056,1.34,3.56,1.2,2.37,1.11,1.19
2/5/2014,13.9959,10.5412,11.7576,1.33,3.45,1.19,2.24,1.12,1.22
2/6/2014,13.6643,10.2047,11.3821,1.34,3.46,1.2,2.28,1.12,1.18
2/7/2014,12.8678,9.7476,10.8082,1.32,3.12,1.19,2.06,1.11,1.06
2/10/2014,13.579,10.2054,11.3068,1.33,3.37,1.2,2.27,1.11,1.1
2/11/2014,15.3844,11.0059,12.5115,1.4,4.38,1.23,2.87,1.14,1.51
2/12/2014,14.4042,10.3677,11.7213,1.39,4.04,1.23,2.68,1.13,1.35
2/13/2014,14.2352,9.8483,11.3741,1.45,4.39,1.25,2.86,1.15,1.53
2/14/2014,13.6004,10.2248,11.359,1.33,3.38,1.2,2.24,1.11,1.13
2/18/2014,13.998,10.3327,11.6193,1.35,3.67,1.2,2.38,1.12,1.29
2/19/2014,14.0397,10.5122,11.8749,1.34,3.53,1.18,2.16,1.13,1.36
2/20/2014,13.7092,10.0806,11.4025,1.36,3.63,1.2,2.31,1.13,1.32
2/21/2014,13.8671,10.0156,11.4576,1.38,3.85,1.21,2.41,1.14,1.44
2/24/2014,16.3454,11.3909,13.3182,1.43,4.95,1.23,3.03,1.17,1.93
2/25/2014,14.3889,10.321,11.7843,1.39,4.07,1.22,2.6,1.14,1.46
2/26/2014,14.2584,10.2874,11.7082,1.39,3.97,1.22,2.55,1.14,1.42
2/27/2014,14.1855,10.3155,11.7589,1.38,3.87,1.21,2.43,1.14,1.44
2/28/2014,14.319,10.5344,11.9743,1.36,3.78,1.2,2.34,1.14,1.44
3/3/2014,14.3947,10.3187,11.8847,1.4,4.08,1.21,2.51,1.15,1.57
3/4/2014,14.9396,10.6114,12.252,1.41,4.33,1.22,2.69,1.15,1.64
3/5/2014,14.7857,10.3743,12.0833,1.43,4.41,1.22,2.7,1.16,1.71
3/6/2014,16.9639,11.7104,13.8208,1.45,5.25,1.23,3.14,1.18,2.11
3/7/2014,17.9583,12.6566,15.0338,1.42,5.3,1.19,2.92,1.19,2.38
3/10/2014,16.323,11.237,13.1643,1.45,5.09,1.24,3.16,1.17,1.93
3/11/2014,15.1276,10.5915,12.2552,1.43,4.54,1.23,2.87,1.16,1.66
3/12/2014,15.3779,10.8095,12.4466,1.42,4.57,1.24,2.93,1.15,1.64
3/13/2014,14.5443,10.1073,11.6408,1.44,4.44,1.25,2.9,1.15,1.53
3/14/2014,14.7322,10.3131,11.9172,1.43,4.42,1.24,2.82,1.16,1.6
3/17/2014,15.3315,10.6929,12.4703,1.43,4.64,1.23,2.86,1.17,1.78
3/18/2014,14.3026,10.0832,11.7744,1.42,4.22,1.21,2.53,1.17,1.69
3/19/2014,15.38,10.9067,12.6698,1.41,4.47,1.21,2.71,1.16,1.76
3/20/2014,15.0492,10.7594,12.5018,1.4,4.29,1.2,2.55,1.16,1.74
3/21/2014,15.0446,10.4903,12.2952,1.43,4.55,1.22,2.75,1.17,1.8
3/24/2014,14.2453,10.1782,11.7676,1.4,4.07,1.21,2.48,1.16,1.59
3/25/2014,13.3877,9.6399,11.099,1.39,3.75,1.21,2.29,1.15,1.46
3/26/2014,13.2935,9.8197,11.1568,1.35,3.47,1.19,2.14,1.14,1.34
3/27/2014,13.7256,10.1282,11.5163,1.36,3.6,1.19,2.21,1.14,1.39
3/28/2014,14.6497,10.5856,12.3344,1.38,4.06,1.19,2.32,1.17,1.75
3/31/2014,16.4785,11.5901,13.6068,1.42,4.89,1.21,2.87,1.17,2.02
4/1/2014,15.6478,11.0738,12.9667,1.41,4.57,1.21,2.68,1.17,1.89
4/2/2014,14.2136,10.1116,11.726,1.41,4.1,1.21,2.49,1.16,1.61
4/3/2014,16.9595,11.9823,14.0399,1.42,4.98,1.21,2.92,1.17,2.06
4/4/2014,18.4314,12.9592,15.2447,1.42,5.47,1.21,3.19,1.18,2.29
4/7/2014,17.1275,12.206,14.2335,1.4,4.92,1.2,2.89,1.17,2.03
4/8/2014,16.2717,11.4956,13.5147,1.42,4.78,1.2,2.76,1.18,2.02
4/9/2014,14.7303,10.3601,12.0967,1.42,4.37,1.22,2.63,1.17,1.74
4/10/2014,13.8624,9.845,11.3683,1.41,4.02,1.22,2.49,1.15,1.52
4/11/2014,13.8878,9.9018,11.4261,1.4,3.99,1.22,2.46,1.15,1.52
4/14/2014,13.5484,9.9053,11.3173,1.37,3.64,1.2,2.23,1.14,1.41
4/15/2014,13.8199,9.934,11.4796,1.39,3.89,1.2,2.34,1.16,1.55
4/16/2014,13.8209,10.012,11.4859,1.38,3.81,1.2,2.34,1.15,1.47
4/17/2014,14.4534,10.5245,12.16,1.37,3.93,1.19,2.29,1.16,1.64
4/21/2014,14.1859,10.1341,11.7157,1.4,4.05,1.21,2.47,1.16,1.58
4/22/2014,13.8591,9.8115,11.3631,1.41,4.05,1.22,2.5,1.16,1.55
4/23/2014,13.4446,9.5047,10.9887,1.41,3.94,1.22,2.46,1.16,1.48
4/24/2014,13.3568,9.4439,10.8812,1.41,3.91,1.23,2.48,1.15,1.44
4/25/2014,12.8655,9.1637,10.555,1.4,3.7,1.22,2.31,1.15,1.39
4/28/2014,13.1087,9.4137,10.7495,1.39,3.7,1.22,2.36,1.14,1.34
4/29/2014,14.1538,10.1486,11.6692,1.39,4.01,1.21,2.48,1.15,1.52
4/30/2014,13.8588,9.9427,11.4158,1.39,3.92,1.21,2.44,1.15,1.47
5/1/2014,13.7059,9.9914,11.38,1.37,3.71,1.2,2.33,1.14,1.39
5/2/2014,12.9581,9.364,10.7748,1.38,3.59,1.2,2.18,1.15,1.41
5/5/2014,12.4995,9.2409,10.4081,1.35,3.26,1.2,2.09,1.13,1.17
5/6/2014,12.5077,9.2466,10.4479,1.35,3.26,1.2,2.06,1.13,1.2
5/7/2014,12.6162,9.2913,10.5317,1.36,3.32,1.2,2.08,1.13,1.24
5/8/2014,13.7377,9.9066,11.3856,1.39,3.83,1.21,2.35,1.15,1.48
5/9/2014,12.9255,9.1244,10.5766,1.42,3.8,1.22,2.35,1.16,1.45
5/12/2014,12.7375,9.062,10.4412,1.41,3.68,1.22,2.3,1.15,1.38
5/13/2014,13.3101,9.4744,11.0095,1.4,3.84,1.21,2.3,1.16,1.54
5/14/2014,12.4551,8.8026,10.2169,1.41,3.65,1.22,2.24,1.16,1.41
5/15/2014,12.6662,8.9683,10.4122,1.41,3.7,1.22,2.25,1.16,1.44
5/16/2014,11.517,8.343,9.5972,1.38,3.17,1.2,1.92,1.15,1.25
5/19/2014,11.8988,8.7708,9.8806,1.36,3.13,1.2,2.02,1.13,1.11
5/20/2014,11.9883,8.8142,10.0098,1.36,3.17,1.2,1.98,1.14,1.2
5/21/2014,11.6047,8.6565,9.721,1.34,2.95,1.19,1.88,1.12,1.06
5/22/2014,11.1944,8.5209,9.4411,1.31,2.67,1.19,1.75,1.11,0.92
5/23/2014,11.7396,8.7042,9.7898,1.35,3.04,1.2,1.95,1.12,1.09
5/27/2014,12.0176,8.9119,10.0574,1.35,3.11,1.19,1.96,1.13,1.15
5/28/2014,12.186,9.1143,10.2782,1.34,3.07,1.19,1.91,1.13,1.16
5/29/2014,11.8712,8.9585,10.0093,1.33,2.91,1.19,1.86,1.12,1.05
5/30/2014,10.7664,8.2013,9.1119,1.31,2.57,1.18,1.65,1.11,0.91
6/2/2014,10.9286,8.2877,9.2244,1.32,2.64,1.18,1.7,1.11,0.94
6/3/2014,10.7723,8.0325,9.0561,1.34,2.74,1.19,1.72,1.13,1.02
6/4/2014,11.2729,8.2813,9.3655,1.36,2.99,1.2,1.91,1.13,1.08
6/5/2014,12.4228,8.8598,10.2181,1.4,3.56,1.22,2.2,1.15,1.36
6/6/2014,11.9609,8.5407,9.8556,1.4,3.42,1.21,2.11,1.15,1.31
6/9/2014,12.9048,8.9723,10.4242,1.44,3.93,1.24,2.48,1.16,1.45
6/10/2014,12.3805,8.6171,10,1.44,3.76,1.24,2.38,1.16,1.38
