Date,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread
5/17/2010,40.074,25.9298,31.5235,1.55,14.14,1.27,8.55,1.22,5.59
5/18/2010,35.7084,23.9427,28.529,1.49,11.77,1.25,7.18,1.19,4.59
5/19/2010,35.5763,24.2884,28.6922,1.46,11.29,1.24,6.88,1.18,4.4
5/20/2010,29.6037,20.2161,23.8165,1.46,9.39,1.24,5.79,1.18,3.6
5/21/2010,32.5728,22.1959,26.2448,1.47,10.38,1.24,6.33,1.18,4.05
5/24/2010,37.0099,25.6585,30.4494,1.44,11.35,1.22,6.56,1.19,4.79
5/25/2010,29.8381,20.728,24.3746,1.44,9.11,1.22,5.46,1.18,3.65
5/26/2010,29.7197,20.8127,24.3584,1.43,8.91,1.22,5.36,1.17,3.55
5/27/2010,37.1462,25.6576,30.5644,1.45,11.49,1.22,6.58,1.19,4.91
5/28/2010,38.1714,26.3537,31.3572,1.45,11.82,1.22,6.81,1.19,5
6/1/2010,34.138,23.9298,28.0724,1.43,10.21,1.22,6.07,1.17,4.14
6/2/2010,34.4384,24.7338,28.7176,1.39,9.7,1.2,5.72,1.16,3.98
6/3/2010,30.7803,21.8262,25.5066,1.41,8.95,1.21,5.27,1.17,3.68
6/4/2010,28.9028,20.6464,24.0153,1.4,8.26,1.2,4.89,1.16,3.37
6/7/2010,29.4189,21.4786,24.743,1.37,7.94,1.19,4.68,1.15,3.26
6/8/2010,26.2609,18.7306,21.7973,1.4,7.53,1.2,4.46,1.16,3.07
6/9/2010,26.5801,19.3873,22.2969,1.37,7.19,1.19,4.28,1.15,2.91
6/10/2010,25.7899,17.8973,20.9659,1.44,7.89,1.23,4.82,1.17,3.07
6/11/2010,24.1411,16.823,19.5053,1.44,7.32,1.24,4.64,1.16,2.68
6/14/2010,25.6569,18.0386,20.9964,1.42,7.62,1.22,4.66,1.16,2.96
6/15/2010,27.9035,19.3004,22.7787,1.45,8.6,1.22,5.12,1.18,3.48
6/16/2010,27.5122,19.7205,22.8111,1.4,7.79,1.21,4.7,1.16,3.09
6/17/2010,31.1186,21.7197,25.5696,1.43,9.4,1.22,5.55,1.18,3.85
6/18/2010,28.9947,20.414,23.7715,1.42,8.58,1.22,5.22,1.16,3.36
6/21/2010,29.2448,20.8038,24.1181,1.41,8.44,1.21,5.13,1.16,3.31
6/22/2010,35.7029,25.1452,29.5053,1.42,10.56,1.21,6.2,1.17,4.36
6/23/2010,35.5736,25.3846,29.6035,1.4,10.19,1.2,5.97,1.17,4.22
6/24/2010,33.6769,24.9907,28.6735,1.35,8.69,1.17,5,1.15,3.68
6/25/2010,30.4283,22.7911,25.9582,1.34,7.64,1.17,4.47,1.14,3.17
6/28/2010,30.3451,22.6376,25.7693,1.34,7.71,1.18,4.58,1.14,3.13
6/29/2010,27.2333,20.3421,23.1261,1.34,6.89,1.18,4.11,1.14,2.78
6/30/2010,26.2551,19.517,22.2592,1.35,6.74,1.18,4,1.14,2.74
7/1/2010,24.9155,18.7797,21.2135,1.33,6.14,1.17,3.7,1.13,2.43
7/2/2010,26.2647,19.6853,22.4625,1.33,6.58,1.17,3.8,1.14,2.78
7/6/2010,25.7941,19.5683,22.1508,1.32,6.23,1.16,3.64,1.13,2.58
7/7/2010,26.1796,19.4936,22.2622,1.34,6.69,1.18,3.92,1.14,2.77
7/8/2010,26.199,19.5457,22.3077,1.34,6.65,1.17,3.89,1.14,2.76
7/9/2010,27.7489,20.7741,23.6516,1.34,6.97,1.17,4.1,1.14,2.88
7/12/2010,26.5896,19.8198,22.555,1.34,6.77,1.18,4.03,1.14,2.74
7/13/2010,24.8154,18.6092,21.0918,1.33,6.21,1.18,3.72,1.13,2.48
7/14/2010,26.5328,20.3188,22.7642,1.31,6.21,1.17,3.77,1.12,2.45
7/15/2010,25.2963,18.6717,21.2419,1.35,6.62,1.19,4.05,1.14,2.57
7/16/2010,24.315,17.7535,20.2909,1.37,6.56,1.2,4.02,1.14,2.54
7/19/2010,23.2238,16.7916,19.2619,1.38,6.43,1.21,3.96,1.15,2.47
7/20/2010,23.2836,17.5295,19.6842,1.33,5.75,1.18,3.6,1.12,2.15
7/21/2010,24.2774,18.0889,20.4538,1.34,6.19,1.19,3.82,1.13,2.36
7/22/2010,24.1805,17.7699,20.2578,1.36,6.41,1.19,3.92,1.14,2.49
7/23/2010,23.764,17.9679,20.1595,1.32,5.8,1.18,3.6,1.12,2.19
7/26/2010,21.9044,16.1236,18.3007,1.36,5.78,1.2,3.6,1.14,2.18
7/27/2010,22.6017,16.8532,19.0073,1.34,5.75,1.19,3.59,1.13,2.15
7/28/2010,22.0696,16.4,18.556,1.35,5.67,1.19,3.51,1.13,2.16
7/29/2010,21.9691,16.5338,18.6477,1.33,5.44,1.18,3.32,1.13,2.11
7/30/2010,21.5829,16.3639,18.3397,1.32,5.22,1.18,3.24,1.12,1.98
8/2/2010,21.8266,16.361,18.5088,1.33,5.47,1.18,3.32,1.13,2.15
8/3/2010,22.1884,16.5258,18.7377,1.34,5.66,1.18,3.45,1.13,2.21
8/4/2010,25.381,19.0556,21.6293,1.33,6.33,1.17,3.75,1.14,2.57
8/5/2010,26.1413,19.6595,22.3303,1.33,6.48,1.17,3.81,1.14,2.67
8/6/2010,26.8609,20.1168,22.9158,1.34,6.74,1.17,3.95,1.14,2.8
8/9/2010,26.8674,20.0444,22.8467,1.34,6.82,1.18,4.02,1.14,2.8
8/10/2010,24.9117,18.5022,21.0958,1.35,6.41,1.18,3.82,1.14,2.59
8/11/2010,24.5109,18.1587,20.7654,1.35,6.35,1.18,3.75,1.14,2.61
8/12/2010,26.8643,19.8182,22.5885,1.36,7.05,1.19,4.28,1.14,2.77
8/13/2010,26.1555,19.2182,21.9118,1.36,6.94,1.19,4.24,1.14,2.69
8/16/2010,26.1642,19.3091,21.9789,1.36,6.86,1.19,4.19,1.14,2.67
8/17/2010,28.1282,20.913,23.8577,1.35,7.22,1.18,4.27,1.14,2.94
8/18/2010,27.7333,20.357,23.4509,1.36,7.38,1.18,4.28,1.15,3.09
8/19/2010,28.0974,21.076,24.0236,1.33,7.02,1.17,4.07,1.14,2.95
8/20/2010,25.1741,18.9262,21.5151,1.33,6.25,1.17,3.66,1.14,2.59
8/23/2010,27.7769,20.9186,23.8288,1.33,6.86,1.17,3.95,1.14,2.91
8/24/2010,27.1981,21.0682,23.6247,1.29,6.13,1.15,3.57,1.12,2.56
8/25/2010,24.5053,18.7973,21.1039,1.3,5.71,1.16,3.4,1.12,2.31
8/26/2010,23.413,17.8243,20.0752,1.31,5.59,1.17,3.34,1.13,2.25
8/27/2010,21.1949,16.4832,18.2469,1.29,4.71,1.16,2.95,1.11,1.76
8/30/2010,24.0874,18.1513,20.5203,1.33,5.94,1.17,3.57,1.13,2.37
8/31/2010,23.7371,17.6747,20.0759,1.34,6.06,1.18,3.66,1.14,2.4
9/1/2010,23.0584,17.145,19.5157,1.34,5.91,1.18,3.54,1.14,2.37
9/2/2010,22.3128,16.387,18.7596,1.36,5.93,1.19,3.55,1.14,2.37
9/3/2010,21.8939,16.2464,18.5578,1.35,5.65,1.18,3.34,1.14,2.31
9/7/2010,22.1482,16.4439,18.8145,1.35,5.7,1.18,3.33,1.14,2.37
9/8/2010,22.7559,16.4638,19.0743,1.38,6.29,1.19,3.68,1.16,2.61
9/9/2010,22.283,16.2457,18.5052,1.37,6.04,1.2,3.78,1.14,2.26
9/10/2010,21.8347,15.8315,18.0909,1.38,6,1.21,3.74,1.14,2.26
9/13/2010,21.2038,15.3947,17.5819,1.38,5.81,1.21,3.62,1.14,2.19
9/14/2010,22.435,16.2812,18.6751,1.38,6.15,1.2,3.76,1.15,2.39
9/15/2010,22.5786,16.8704,19.0794,1.34,5.71,1.18,3.5,1.13,2.21
9/16/2010,24.2599,17.4875,20.1327,1.39,6.77,1.2,4.13,1.15,2.65
9/17/2010,21.5419,15.8168,17.9556,1.36,5.73,1.2,3.59,1.14,2.14
9/20/2010,22.4584,16.9005,19.0754,1.33,5.56,1.18,3.38,1.13,2.17
9/21/2010,22.2153,16.7657,18.8758,1.33,5.45,1.18,3.34,1.13,2.11
9/22/2010,23.1897,17.557,19.72,1.32,5.63,1.18,3.47,1.12,2.16
9/23/2010,23.4083,17.8709,19.9968,1.31,5.54,1.17,3.41,1.12,2.13
9/24/2010,22.2646,16.9804,18.9773,1.31,5.28,1.17,3.29,1.12,2
9/27/2010,23.8059,17.8452,20.1865,1.33,5.96,1.18,3.62,1.13,2.34
9/28/2010,21.5732,16.6255,18.5028,1.3,4.95,1.17,3.07,1.11,1.88
9/29/2010,21.3456,16.3996,18.2919,1.3,4.95,1.17,3.05,1.12,1.89
9/30/2010,21.522,16.801,18.5924,1.28,4.72,1.16,2.93,1.11,1.79
10/1/2010,20.4475,16.0058,17.6917,1.28,4.44,1.16,2.76,1.11,1.69
10/4/2010,21.0342,16.5835,18.3842,1.27,4.45,1.14,2.65,1.11,1.8
10/5/2010,20.5133,16.1923,17.965,1.27,4.32,1.14,2.55,1.11,1.77
10/6/2010,20.3367,16.1804,17.8411,1.26,4.16,1.14,2.5,1.1,1.66
10/7/2010,21.4391,16.5896,18.5474,1.29,4.85,1.16,2.89,1.12,1.96
10/8/2010,20.5207,15.6633,17.652,1.31,4.86,1.16,2.87,1.13,1.99
10/11/2010,19.6835,14.9009,16.8513,1.32,4.78,1.17,2.83,1.13,1.95
10/12/2010,21.5503,16.2503,18.4011,1.33,5.3,1.17,3.15,1.13,2.15
10/13/2010,20.3889,15.5005,17.4379,1.32,4.89,1.17,2.95,1.12,1.94
10/14/2010,19.8977,14.9392,16.8027,1.33,4.96,1.18,3.1,1.12,1.86
10/15/2010,19.2305,14.8928,16.5175,1.29,4.34,1.16,2.71,1.11,1.62
10/18/2010,20.2787,15.6729,17.4451,1.29,4.61,1.16,2.83,1.11,1.77
10/19/2010,20.7212,16.0262,17.8259,1.29,4.7,1.16,2.9,1.11,1.8
10/20/2010,21.0125,16.2254,18.0397,1.3,4.79,1.16,2.97,1.11,1.81
10/21/2010,21.1023,16.4565,18.2545,1.28,4.65,1.16,2.85,1.11,1.8
10/22/2010,21.5642,16.7879,18.6505,1.28,4.78,1.16,2.91,1.11,1.86
10/25/2010,22.4453,17.2888,19.2642,1.3,5.16,1.17,3.18,1.11,1.98
10/26/2010,21.99,17.3236,19.1401,1.27,4.67,1.15,2.85,1.1,1.82
10/27/2010,19.7724,15.5287,17.1362,1.27,4.24,1.15,2.64,1.1,1.61
10/28/2010,18.3687,14.8774,16.1631,1.23,3.49,1.14,2.21,1.09,1.29
10/29/2010,17.9445,14.7258,15.92,1.22,3.22,1.13,2.02,1.08,1.19
11/1/2010,17.9741,14.5559,15.8824,1.23,3.42,1.13,2.09,1.09,1.33
11/2/2010,19.009,15.2443,16.6884,1.25,3.76,1.14,2.32,1.09,1.44
11/3/2010,18.2115,14.3033,15.7547,1.27,3.91,1.16,2.46,1.1,1.45
11/4/2010,18.5287,14.2944,15.864,1.3,4.23,1.17,2.66,1.11,1.57
11/5/2010,20.7726,15.5458,17.6046,1.34,5.23,1.18,3.17,1.13,2.06
11/8/2010,20.3879,15.9611,17.7665,1.28,4.43,1.15,2.62,1.11,1.81
11/9/2010,22.9218,16.955,19.4003,1.35,5.97,1.18,3.52,1.14,2.45
11/10/2010,22.2881,16.4902,18.9043,1.35,5.8,1.18,3.38,1.15,2.41
11/11/2010,19.2508,13.977,15.9094,1.38,5.27,1.21,3.34,1.14,1.93
11/12/2010,18.103,13.3282,14.9876,1.36,4.77,1.21,3.12,1.12,1.66
11/15/2010,18.4594,13.612,15.3553,1.36,4.85,1.2,3.1,1.13,1.74
11/16/2010,20.7475,15.3023,17.2853,1.36,5.45,1.2,3.46,1.13,1.98
11/17/2010,19.2139,14.2662,16.0765,1.35,4.95,1.2,3.14,1.13,1.81
11/18/2010,22.4335,16.5252,18.4052,1.36,5.91,1.22,4.03,1.11,1.88
11/19/2010,21.6945,16.1686,18.3278,1.34,5.53,1.18,3.37,1.13,2.16
11/22/2010,23.6486,17.5541,20.0058,1.35,6.09,1.18,3.64,1.14,2.45
11/23/2010,21.2133,15.9871,18.0173,1.33,5.23,1.18,3.2,1.13,2.03
11/24/2010,18.9688,14.9821,16.487,1.27,3.99,1.15,2.48,1.1,1.5
11/26/2010,17.4032,13.523,15.0192,1.29,3.88,1.16,2.38,1.11,1.5
11/29/2010,17.5462,13.8492,15.2888,1.27,3.7,1.15,2.26,1.1,1.44
11/30/2010,17.6858,14.1256,15.5203,1.25,3.56,1.14,2.17,1.1,1.39
12/1/2010,17.4559,13.9167,15.268,1.25,3.54,1.14,2.19,1.1,1.35
12/2/2010,16.5833,13.6929,14.8209,1.21,2.89,1.12,1.76,1.08,1.13
12/3/2010,16.7725,13.7048,14.9446,1.22,3.07,1.12,1.83,1.09,1.24
12/6/2010,18.3249,14.3362,16.0351,1.28,3.99,1.14,2.29,1.12,1.7
12/7/2010,18.2489,14.2338,15.8982,1.28,4.02,1.15,2.35,1.12,1.66
12/8/2010,18.6032,14.2695,16.0931,1.3,4.33,1.16,2.51,1.13,1.82
12/9/2010,17.6472,13.5349,15.1561,1.3,4.11,1.16,2.49,1.12,1.62
12/10/2010,16.6174,12.7125,14.3146,1.31,3.9,1.16,2.3,1.13,1.6
12/13/2010,16.3567,12.6117,14.0845,1.3,3.75,1.16,2.27,1.12,1.47
12/14/2010,16.6072,12.5918,14.2253,1.32,4.02,1.17,2.38,1.13,1.63
12/15/2010,15.6216,11.9556,13.4563,1.31,3.67,1.16,2.17,1.13,1.5
12/16/2010,16.2166,12.3523,13.7049,1.31,3.86,1.18,2.51,1.11,1.35
12/17/2010,17.6086,13.0833,14.7362,1.35,4.53,1.19,2.87,1.13,1.65
12/20/2010,17.3996,13.3343,14.8596,1.3,4.07,1.17,2.54,1.11,1.53
12/21/2010,17.1232,12.9286,14.5713,1.32,4.19,1.18,2.55,1.13,1.64
12/22/2010,17.4029,13.3633,14.8917,1.3,4.04,1.17,2.51,1.11,1.53
12/23/2010,18.0449,13.6477,15.3574,1.32,4.4,1.17,2.69,1.13,1.71
12/27/2010,17.2641,13.4899,14.9102,1.28,3.77,1.16,2.35,1.11,1.42
12/28/2010,17.1703,13.2366,14.6962,1.3,3.93,1.17,2.47,1.11,1.46
12/29/2010,16.746,12.9038,14.3856,1.3,3.84,1.16,2.36,1.11,1.48
12/30/2010,17.1792,13.3205,14.8254,1.29,3.86,1.16,2.35,1.11,1.5
12/31/2010,16.9307,12.9235,14.461,1.31,4.01,1.17,2.47,1.12,1.54
1/3/2011,17.454,13.3286,14.8979,1.31,4.13,1.17,2.56,1.12,1.57
1/4/2011,16.7785,12.7492,14.293,1.32,4.03,1.17,2.49,1.12,1.54
1/5/2011,16.1454,12.5587,13.9743,1.29,3.59,1.16,2.17,1.11,1.42
1/6/2011,16.3304,12.8766,14.275,1.27,3.45,1.14,2.06,1.11,1.4
1/7/2011,15.2315,11.8996,13.1882,1.28,3.33,1.15,2.04,1.11,1.29
1/10/2011,15.748,12.037,13.5269,1.31,3.71,1.16,2.22,1.12,1.49
1/11/2011,17.5398,13.0288,14.8278,1.35,4.51,1.18,2.71,1.14,1.8
1/12/2011,17.7872,12.7733,14.5123,1.39,5.01,1.23,3.27,1.14,1.74
1/13/2011,17.8666,12.7021,14.4771,1.41,5.16,1.23,3.39,1.14,1.78
1/14/2011,17.2499,12.1441,13.9247,1.42,5.11,1.24,3.33,1.15,1.78
1/18/2011,17.0478,11.9987,13.7466,1.42,5.05,1.24,3.3,1.15,1.75
1/19/2011,16.0637,11.7133,13.2,1.37,4.35,1.22,2.86,1.13,1.49
1/20/2011,15.7391,11.5293,13.0023,1.37,4.21,1.21,2.74,1.13,1.47
1/21/2011,20.0594,14.0483,16.2281,1.43,6.01,1.24,3.83,1.16,2.18
1/24/2011,19.2253,13.297,15.3494,1.45,5.93,1.25,3.88,1.15,2.05
1/25/2011,16.979,12.4927,14.0568,1.36,4.49,1.21,2.92,1.13,1.56
1/26/2011,16.9438,12.477,13.9697,1.36,4.47,1.21,2.97,1.12,1.49
1/27/2011,16.1343,12.0887,13.5095,1.33,4.05,1.19,2.62,1.12,1.42
1/28/2011,15.5841,11.4783,12.9421,1.36,4.11,1.2,2.64,1.13,1.46
1/31/2011,15.8771,11.9649,13.3515,1.33,3.91,1.19,2.53,1.12,1.39
2/1/2011,14.8311,11.7532,12.8244,1.26,3.08,1.16,2.01,1.09,1.07
2/2/2011,15.7873,11.715,13.2279,1.35,4.07,1.19,2.56,1.13,1.51
2/3/2011,15.7065,11.4081,13.0076,1.38,4.3,1.21,2.7,1.14,1.6
2/4/2011,15.3127,11.1618,12.7183,1.37,4.15,1.2,2.59,1.14,1.56
2/7/2011,15.759,11.7106,13.3031,1.35,4.05,1.18,2.46,1.14,1.59
2/8/2011,16.1779,11.9996,13.5861,1.35,4.18,1.19,2.59,1.13,1.59
2/9/2011,16.2819,11.7819,13.5437,1.38,4.5,1.2,2.74,1.15,1.76
2/10/2011,15.7558,11.531,12.9501,1.37,4.22,1.22,2.81,1.12,1.42
2/11/2011,15.5889,10.8332,12.2837,1.44,4.76,1.27,3.31,1.13,1.45
2/14/2011,21.2017,14.3547,16.8289,1.48,6.85,1.26,4.37,1.17,2.47
2/15/2011,22.4396,15.2951,17.9111,1.47,7.14,1.25,4.53,1.17,2.62
2/16/2011,21.4956,14.6516,17.2497,1.47,6.84,1.25,4.25,1.18,2.6
2/17/2011,19.1823,12.9654,15.3149,1.48,6.22,1.25,3.87,1.18,2.35
2/18/2011,18.2218,12.7498,14.8043,1.43,5.47,1.23,3.42,1.16,2.05
2/22/2011,20.9803,14.8856,17.2381,1.41,6.09,1.22,3.74,1.16,2.35
2/23/2011,21.109,14.8623,17.368,1.42,6.25,1.22,3.74,1.17,2.51
2/24/2011,18.9121,13.0377,15.3696,1.45,5.87,1.23,3.54,1.18,2.33
2/25/2011,19.4066,13.5625,15.9202,1.43,5.84,1.22,3.49,1.17,2.36
2/28/2011,20.9563,15.0271,17.402,1.39,5.93,1.2,3.55,1.16,2.37
3/1/2011,20.0078,14.3077,16.5875,1.4,5.7,1.21,3.42,1.16,2.28
3/2/2011,20.2421,14.4813,16.8064,1.4,5.76,1.2,3.44,1.16,2.33
3/3/2011,22.5455,16.4909,19.0357,1.37,6.05,1.18,3.51,1.15,2.54
3/4/2011,21.2019,15.2936,17.7839,1.39,5.91,1.19,3.42,1.16,2.49
3/7/2011,21.816,15.7233,18.306,1.39,6.09,1.19,3.51,1.16,2.58
3/8/2011,24.8475,17.4614,20.5518,1.42,7.39,1.21,4.3,1.18,3.09
3/9/2011,30.4731,20.9844,24.939,1.45,9.49,1.22,5.53,1.19,3.95
3/10/2011,27.6839,17.9265,21.9706,1.54,9.76,1.26,5.71,1.23,4.04
3/11/2011,25.4221,16.6815,20.1921,1.52,8.74,1.26,5.23,1.21,3.51
3/14/2011,21.5659,14.5384,17.3941,1.48,7.03,1.24,4.17,1.2,2.86
3/15/2011,21.7625,15.2412,17.9579,1.43,6.52,1.21,3.8,1.18,2.72
3/16/2011,20.6251,14.951,17.5284,1.38,5.67,1.18,3.1,1.17,2.58
3/17/2011,19.2052,13.4291,15.7385,1.43,5.78,1.22,3.47,1.17,2.31
3/18/2011,18.4801,13.3098,15.4307,1.39,5.17,1.2,3.05,1.16,2.12
3/21/2011,20.4134,14.1836,16.647,1.44,6.23,1.23,3.77,1.17,2.46
3/22/2011,18.5914,13.4138,15.4531,1.39,5.18,1.2,3.14,1.15,2.04
3/23/2011,17.739,12.8477,14.7204,1.38,4.89,1.21,3.02,1.15,1.87
3/24/2011,18.1063,12.9308,15.0768,1.4,5.18,1.2,3.03,1.17,2.15
3/25/2011,17.228,12.1521,13.868,1.42,5.08,1.24,3.36,1.14,1.72
3/28/2011,17.7111,12.357,14.3509,1.43,5.35,1.23,3.36,1.16,1.99
3/29/2011,17.5511,12.4833,14.443,1.41,5.07,1.22,3.11,1.16,1.96
3/30/2011,16.5928,11.9377,13.7184,1.39,4.66,1.21,2.87,1.15,1.78
3/31/2011,16.8892,12.3029,14.0959,1.37,4.59,1.2,2.79,1.15,1.79
4/1/2011,17.8369,12.6434,14.5841,1.41,5.19,1.22,3.25,1.15,1.94
4/4/2011,18.4279,12.5852,14.7777,1.46,5.84,1.25,3.65,1.17,2.19
4/5/2011,18.8139,12.93,15.1136,1.46,5.88,1.24,3.7,1.17,2.18
4/6/2011,18.2618,12.3527,14.8222,1.48,5.91,1.23,3.44,1.2,2.47
4/7/2011,17.4231,11.8081,13.9526,1.48,5.62,1.25,3.47,1.18,2.14
4/8/2011,16.5502,11.164,13.1722,1.48,5.39,1.26,3.38,1.18,2.01
4/11/2011,17.5769,11.9959,13.9381,1.47,5.58,1.26,3.64,1.16,1.94
4/12/2011,16.2261,10.931,12.8544,1.48,5.3,1.26,3.37,1.18,1.92
4/13/2011,15.0808,10.6492,12.331,1.42,4.43,1.22,2.75,1.16,1.68
4/14/2011,14.197,9.9908,11.4104,1.42,4.21,1.24,2.79,1.14,1.42
4/15/2011,15.4285,11.1199,12.6522,1.39,4.31,1.22,2.78,1.14,1.53
4/18/2011,15.2282,11.0994,12.5918,1.37,4.13,1.21,2.64,1.13,1.49
4/19/2011,15.2156,10.9601,12.5133,1.39,4.26,1.22,2.7,1.14,1.55
4/20/2011,14.0041,10.634,11.9446,1.32,3.37,1.17,2.06,1.12,1.31
4/21/2011,14.5008,10.9508,12.2162,1.32,3.55,1.19,2.28,1.12,1.27
4/25/2011,15.7869,11.9031,13.2723,1.33,3.88,1.19,2.51,1.12,1.37
4/26/2011,16.3942,11.9611,13.552,1.37,4.43,1.21,2.84,1.13,1.59
4/27/2011,17.0568,12.4663,14.2347,1.37,4.59,1.2,2.82,1.14,1.77
4/28/2011,18.7868,13.6682,15.5691,1.37,5.12,1.21,3.22,1.14,1.9
4/29/2011,18.5303,13.0979,15.2255,1.41,5.43,1.22,3.3,1.16,2.13
5/2/2011,17.2383,12.5563,14.376,1.37,4.68,1.2,2.86,1.14,1.82
5/3/2011,16.0601,11.5369,13.2451,1.39,4.52,1.21,2.82,1.15,1.71
5/4/2011,17.2284,12.4687,14.2944,1.38,4.76,1.21,2.93,1.15,1.83
5/5/2011,16.4602,11.8884,13.6955,1.38,4.57,1.2,2.76,1.15,1.81
5/6/2011,17.449,12.5169,14.4882,1.39,4.93,1.2,2.96,1.16,1.97
5/9/2011,18.4992,13.3162,15.3386,1.39,5.18,1.21,3.16,1.15,2.02
5/10/2011,17.9998,12.8691,14.9157,1.4,5.13,1.21,3.08,1.16,2.05
5/11/2011,16.319,11.7777,13.5425,1.39,4.54,1.21,2.78,1.15,1.76
5/12/2011,15.569,11.1606,12.7629,1.39,4.41,1.22,2.81,1.14,1.6
5/13/2011,17.1065,11.8535,13.8471,1.44,5.25,1.24,3.26,1.17,1.99
5/16/2011,18.5835,13.2084,15.356,1.41,5.38,1.21,3.23,1.16,2.15
5/17/2011,17.994,12.9201,14.9336,1.39,5.07,1.2,3.06,1.16,2.01
5/18/2011,17.0758,12.5378,14.3394,1.36,4.54,1.19,2.74,1.14,1.8
5/19/2011,16.1933,11.7521,13.4969,1.38,4.44,1.2,2.7,1.15,1.74
5/20/2011,15.9456,11.5548,13.2372,1.38,4.39,1.2,2.71,1.15,1.68
5/23/2011,15.3617,11.0982,12.722,1.38,4.26,1.21,2.64,1.15,1.62
5/24/2011,18.4488,13.5036,15.4381,1.37,4.95,1.2,3.01,1.14,1.93
5/25/2011,18.3786,13.5347,15.5486,1.36,4.84,1.18,2.83,1.15,2.01
5/26/2011,18.185,13.6975,15.5733,1.33,4.49,1.17,2.61,1.14,1.88
5/27/2011,18.7741,14.2255,16.136,1.32,4.55,1.16,2.64,1.13,1.91
5/31/2011,18.3727,14.1385,15.9239,1.3,4.23,1.15,2.45,1.13,1.79
6/1/2011,18.8755,14.4071,16.3011,1.31,4.47,1.16,2.57,1.13,1.89
6/2/2011,18.0785,13.6189,15.4048,1.33,4.46,1.17,2.67,1.13,1.79
6/3/2011,19.1928,14.5966,16.4486,1.31,4.6,1.17,2.74,1.13,1.85
6/6/2011,19.9332,14.7406,16.9098,1.35,5.19,1.18,3.02,1.15,2.17
6/7/2011,18.5449,13.6796,15.6128,1.36,4.87,1.19,2.93,1.14,1.93
6/8/2011,21.6891,15.5194,18.066,1.4,6.17,1.2,3.62,1.16,2.55
6/9/2011,23.2211,16.0873,18.9085,1.44,7.13,1.23,4.31,1.18,2.82
6/10/2011,22.6351,15.6988,18.627,1.44,6.94,1.22,4.01,1.19,2.93
6/13/2011,21.2044,14.7445,17.3942,1.44,6.46,1.22,3.81,1.18,2.65
6/14/2011,19.629,13.9315,16.2517,1.41,5.7,1.21,3.38,1.17,2.32
6/15/2011,19.0984,13.9374,16.1826,1.37,5.16,1.18,2.92,1.16,2.25
6/16/2011,20.5145,14.3806,16.9649,1.43,6.13,1.21,3.55,1.18,2.58
6/17/2011,21.9743,15.6789,18.1574,1.4,6.3,1.21,3.82,1.16,2.48
6/20/2011,21.0811,15.3359,17.8077,1.37,5.75,1.18,3.27,1.16,2.47
6/21/2011,19.6868,13.9364,16.2034,1.41,5.75,1.21,3.48,1.16,2.27
6/22/2011,17.3586,12.2678,14.345,1.41,5.09,1.21,3.01,1.17,2.08
6/23/2011,16.2134,11.8243,13.496,1.37,4.39,1.2,2.72,1.14,1.67
6/24/2011,15.7266,12.0087,13.3611,1.31,3.72,1.18,2.37,1.11,1.35
6/27/2011,16.1506,12.1371,13.6739,1.33,4.01,1.18,2.48,1.13,1.54
6/28/2011,16.4444,12.1005,13.7494,1.36,4.34,1.2,2.7,1.14,1.65
6/29/2011,15.8431,12.2473,13.7814,1.29,3.6,1.15,2.06,1.13,1.53
6/30/2011,16.4431,12.4052,13.9716,1.33,4.04,1.18,2.47,1.13,1.57
7/1/2011,19.8648,14.0564,16.2767,1.41,5.81,1.22,3.59,1.16,2.22
7/5/2011,21.0961,14.9547,17.3085,1.41,6.14,1.22,3.79,1.16,2.35
7/6/2011,20.6851,14.6931,17.0803,1.41,5.99,1.21,3.6,1.16,2.39
7/7/2011,21.6089,15.3867,17.8324,1.4,6.22,1.21,3.78,1.16,2.45
7/8/2011,20.382,13.82,16.2605,1.47,6.56,1.25,4.12,1.18,2.44
7/11/2011,21.7063,15.1451,17.6612,1.43,6.56,1.23,4.05,1.17,2.52
7/12/2011,19.6194,13.8197,16.0978,1.42,5.8,1.22,3.52,1.16,2.28
7/13/2011,19.8179,13.9589,16.2361,1.42,5.86,1.22,3.58,1.16,2.28
7/14/2011,18.0432,13.118,15.1573,1.38,4.93,1.19,2.89,1.16,2.04
7/15/2011,17.7904,13.0929,14.9332,1.36,4.7,1.19,2.86,1.14,1.84
7/18/2011,19.9878,14.62,16.7452,1.37,5.37,1.19,3.24,1.15,2.13
7/19/2011,20.6066,14.8497,17.1467,1.39,5.76,1.2,3.46,1.15,2.3
7/20/2011,23.6604,17.0103,19.7024,1.39,6.65,1.2,3.96,1.16,2.69
7/21/2011,24.4822,17.4881,20.3359,1.4,6.99,1.2,4.15,1.16,2.85
7/22/2011,26.6549,18.6813,21.8743,1.43,7.97,1.22,4.78,1.17,3.19
7/25/2011,24.2625,17.5947,20.3933,1.38,6.67,1.19,3.87,1.16,2.8
7/26/2011,25.5141,19.0236,21.7694,1.34,6.49,1.17,3.74,1.14,2.75
7/27/2011,24.3618,17.8255,20.6442,1.37,6.54,1.18,3.72,1.16,2.82
