Date,High,Low,Close
2014-04-23,187.9199981689453,187.3000030517578,166.36741638183594
2014-04-24,188.38999938964844,186.92999267578125,166.70469665527344
2014-04-25,187.3300018310547,185.8699951171875,165.33790588378906
2014-04-28,187.69000244140625,184.9600067138672,165.861572265625
2014-04-29,188.0399932861328,187.0800018310547,166.6336669921875
2014-04-30,188.5,187.17999267578125,167.13076782226562
2014-05-01,188.83999633789062,187.72999572753906,167.1484832763672
2014-05-02,189.13999938964844,187.77999877929688,166.9088134765625
2014-05-05,188.5500030517578,186.6199951171875,167.2283477783203
2014-05-06,188.1300048828125,186.74000549316406,165.77281188964844
2014-05-07,187.97000122070312,186.00999450683594,166.7490692138672
2014-05-08,189.0500030517578,187.0800018310547,166.5716094970703
2014-05-09,188.0399932861328,186.8300018310547,166.82005310058594
2014-05-12,189.8800048828125,188.0,168.4442596435547
2014-05-13,190.4199981689453,189.77000427246094,168.59518432617188
2014-05-14,189.8800048828125,188.7899932861328,167.79635620117188
2014-05-15,188.72000122070312,186.47999572753906,166.3230743408203
2014-05-16,188.1300048828125,186.72000122070312,166.8999786376953
2014-05-19,188.88999938964844,187.52000427246094,167.5123748779297
2014-05-20,188.6699981689453,187.07000732421875,166.45620727539062
2014-05-21,189.22000122070312,188.05999755859375,167.85850524902344
2014-05-22,189.97999572753906,188.86000061035156,168.26675415039062
2014-05-23,190.47999572753906,189.58999633789062,168.9412384033203
2014-05-27,191.5800018310547,190.9499969482422,169.9796600341797
2014-05-28,191.82000732421875,191.05999755859375,169.85545349121094
2014-05-29,192.39999389648438,191.3300018310547,170.73406982421875
2014-05-30,192.8000030517578,192.02999877929688,171.00918579101562
2014-06-02,192.99000549316406,191.97000122070312,171.2044677734375
2014-06-03,192.89999389648438,192.25,171.11573791503906
2014-06-04,193.3000030517578,192.27000427246094,171.4618682861328
2014-06-05,194.64999389648438,192.6999969482422,172.5801239013672
2014-06-06,195.42999267578125,194.77999877929688,173.40554809570312
2014-06-09,196.0500030517578,195.1699981689453,173.5830535888672
2014-06-10,195.63999938964844,194.9199981689453,173.600830078125
2014-06-11,195.1199951171875,194.47999572753906,172.997314453125
2014-06-12,194.8000030517578,193.11000061035156,171.77252197265625
2014-06-13,194.32000732421875,193.3000030517578,172.296142578125
2014-06-16,194.6999969482422,193.66000366210938,172.43817138671875
2014-06-17,194.97000122070312,193.80999755859375,172.91744995117188
2014-06-18,196.3699951171875,194.39999389648438,174.1865997314453
2014-06-19,196.60000610351562,195.8000030517578,174.3818359375
2014-06-20,196.10000610351562,195.6999969482422,174.73585510253906
2014-06-23,196.0500030517578,195.52000427246094,174.68240356445312
2014-06-24,196.5,194.47999572753906,173.63006591796875
2014-06-25,195.77999877929688,194.25,174.41482543945312
2014-06-26,195.6300048828125,194.1300048828125,174.28997802734375
2014-06-27,195.8800048828125,194.88999938964844,174.6288604736328
2014-06-30,196.1699981689453,195.52999877929688,174.53970336914062
2014-07-01,197.6300048828125,196.1300048828125,175.7079315185547
2014-07-02,197.47999572753906,196.9600067138672,175.88623046875
2014-07-03,198.2899932861328,197.63999938964844,176.75131225585938
2014-07-07,197.97999572753906,197.22000122070312,176.1359405517578
2014-07-08,197.22000122070312,195.75999450683594,175.00343322753906
2014-07-09,197.3000030517578,196.30999755859375,175.7881622314453
2014-07-10,196.86000061035156,195.05999755859375,175.09255981445312
2014-07-11,196.75,195.77999877929688,175.3333740234375
2014-07-14,197.86000061035156,197.44000244140625,176.2162628173828
2014-07-15,198.10000610351562,196.36000061035156,175.88623046875
2014-07-16,198.25999450683594,197.4199981689453,176.5372772216797
2014-07-17,198.10000610351562,195.42999267578125,174.53076171875
2014-07-18,197.91000366210938,196.24000549316406,176.3143310546875
2014-07-21,197.5,196.42999267578125,175.98434448242188
2014-07-22,198.55999755859375,197.8699951171875,176.75131225585938
2014-07-23,198.85000610351562,198.10000610351562,177.14366149902344
2014-07-24,199.05999755859375,198.4499969482422,177.1526336669922
2014-07-25,198.25999450683594,197.3300018310547,176.32321166992188
2014-07-28,198.08999633789062,196.6199951171875,176.3945770263672
2014-07-29,198.4499969482422,196.9199981689453,175.63656616210938
2014-07-30,197.91000366210938,196.16000366210938,175.66334533691406
2014-07-31,195.77999877929688,192.97000122070312,172.19430541992188
2014-08-01,193.75999450683594,191.57000732421875,171.66815185546875
2014-08-04,194.3000030517578,192.0500030517578,172.90769958496094
2014-08-05,193.60000610351562,191.30999755859375,171.2311553955078
2014-08-06,192.88999938964844,191.0800018310547,171.28468322753906
2014-08-07,193.1300048828125,190.5500030517578,170.35720825195312
2014-08-08,193.3699951171875,190.9499969482422,172.3280487060547
2014-08-11,194.66000366210938,193.7100067138672,172.8274383544922
2014-08-12,194.14999389648438,192.94000244140625,172.58665466308594
2014-08-13,195.05999755859375,193.9600067138672,173.7549285888672
2014-08-14,195.75999450683594,194.97999572753906,174.57534790039062
2014-08-15,196.64999389648438,194.30999755859375,174.53970336914062
2014-08-18,197.4499969482422,196.69000244140625,176.0022430419922
2014-08-19,198.5399932861328,197.44000244140625,176.92071533203125
2014-08-20,199.16000366210938,198.0800018310547,177.39337158203125
2014-08-21,199.75999450683594,198.92999267578125,177.91062927246094
2014-08-22,199.69000244140625,198.74000549316406,177.63417053222656
2014-08-25,200.58999633789062,199.14999389648438,178.53482055664062
2014-08-26,200.82000732421875,200.27999877929688,178.6507568359375
2014-08-27,200.57000732421875,199.94000244140625,178.5794219970703
2014-08-28,200.27000427246094,199.38999938964844,178.4813690185547
2014-08-29,200.72999572753906,199.82000732421875,178.98963928222656
2014-09-02,201.0,199.86000061035156,178.90048217773438
2014-09-03,201.41000366210938,200.22000122070312,178.8024139404297
2014-09-04,201.5800018310547,199.66000366210938,178.5438232421875
2014-09-05,201.19000244140625,199.41000366210938,179.3463592529297
2014-09-08,201.2100067138672,200.0,178.88265991210938
2014-09-09,200.5500030517578,198.91000366210938,177.75013732910156
2014-09-10,200.1999969482422,198.77000427246094,178.41893005371094
2014-09-11,200.3300018310547,199.1199951171875,178.62403869628906
2014-09-12,200.1199951171875,198.55999755859375,177.58065795898438
2014-09-15,199.32000732421875,198.3800048828125,177.44691467285156
2014-09-16,200.83999633789062,198.5,178.78453063964844
2014-09-17,201.67999267578125,199.75,179.0253448486328
2014-09-18,201.85000610351562,201.10000610351562,179.9795684814453
2014-09-19,201.89999389648438,200.2899932861328,179.81735229492188
2014-09-22,200.3800048828125,198.72999572753906,178.4286346435547
2014-09-23,199.25999450683594,197.9499969482422,177.40728759765625
2014-09-24,199.69000244140625,197.52000427246094,178.79598999023438
2014-09-25,199.0500030517578,196.27000427246094,175.9110107421875
2014-09-26,198.38999938964844,196.4199981689453,177.30870056152344
2014-09-29,197.88999938964844,196.0500030517578,176.98617553710938
2014-09-30,198.3000030517578,196.61000061035156,176.52032470703125
2014-10-01,196.77000427246094,193.91000366210938,174.12806701660156
2014-10-02,195.05999755859375,192.35000610351562,174.1549835205078
2014-10-03,196.94000244140625,195.0800018310547,176.07232666015625
2014-10-06,197.60000610351562,195.5800018310547,175.86624145507812
2014-10-07,195.72000122070312,193.22000122070312,173.15151977539062
2014-10-08,196.9199981689453,192.36000061035156,176.1798095703125
2014-10-09,196.60000610351562,192.5800018310547,172.68565368652344
2014-10-10,193.64999389648438,190.49000549316406,170.71453857421875
2014-10-13,191.14999389648438,187.3000030517578,167.91021728515625
2014-10-14,189.82000732421875,187.0399932861328,168.17005920410156
2014-10-15,187.69000244140625,181.9199981689453,167.0321502685547
2014-10-16,187.5800018310547,182.88999938964844,166.88880920410156
2014-10-17,189.75,187.6199951171875,168.8599090576172
2014-10-20,190.4499969482422,188.07000732421875,170.49949645996094
2014-10-21,194.1999969482422,191.47999572753906,173.87725830078125
2014-10-22,194.91000366210938,192.61000061035156,172.6408233642578
2014-10-23,196.1999969482422,194.25999450683594,174.64772033691406
2014-10-24,196.49000549316406,194.49000549316406,175.99166870117188
2014-10-27,196.4499969482422,195.02999877929688,175.74977111816406
2014-10-28,198.4199981689453,196.72999572753906,177.76565551757812
2014-10-29,199.1199951171875,196.8000030517578,177.4968719482422
2014-10-30,199.9499969482422,197.39999389648438,178.63473510742188
2014-10-31,201.82000732421875,200.77000427246094,180.67745971679688
2014-11-03,202.4499969482422,201.30999755859375,180.77606201171875
2014-11-04,201.60000610351562,200.05999755859375,180.14886474609375
2014-11-05,202.58999633789062,201.4499969482422,181.2867431640625
2014-11-06,203.25999450683594,201.63999938964844,182.01246643066406
2014-11-07,203.60000610351562,202.61000061035156,182.18270874023438
2014-11-10,204.0399932861328,203.1300048828125,182.75608825683594
2014-11-11,204.30999755859375,203.64999389648438,182.93531799316406
2014-11-12,204.24000549316406,203.30999755859375,182.7382049560547
2014-11-13,204.8300018310547,203.2100067138672,182.94430541992188
2014-11-14,204.49000549316406,203.72000122070312,182.9890594482422
2014-11-17,204.5800018310547,203.64999389648438,183.1055145263672
2014-11-18,205.9199981689453,204.44000244140625,184.16275024414062
2014-11-19,205.5500030517578,204.3000030517578,183.86709594726562
2014-11-20,205.7100067138672,204.17999267578125,184.18960571289062
2014-11-21,207.83999633789062,205.97999572753906,185.17515563964844
2014-11-24,207.38999938964844,206.91000366210938,185.69482421875
2014-11-25,207.7899932861328,206.8000030517578,185.5604705810547
2014-11-26,207.75999450683594,207.02999877929688,186.0352783203125
2014-11-28,207.8699951171875,206.91000366210938,185.6410675048828
2014-12-01,206.5399932861328,205.3800048828125,184.3508758544922
2014-12-02,207.33999633789062,205.77999877929688,185.5425262451172
2014-12-03,208.14999389648438,207.10000610351562,186.25929260253906
2014-12-04,208.27000427246094,206.6999969482422,186.05322265625
2014-12-05,208.47000122070312,207.5500030517578,186.3578338623047
2014-12-08,208.1199951171875,205.92999267578125,185.11245727539062
2014-12-09,206.60000610351562,203.91000366210938,184.98703002929688
2014-12-10,205.97999572753906,202.92999267578125,182.0214080810547
2014-12-11,206.19000244140625,203.7100067138672,182.94430541992188
2014-12-12,203.82000732421875,200.85000610351562,179.9876251220703
2014-12-15,202.52999877929688,198.77999877929688,178.75119018554688
2014-12-16,202.39999389648438,197.86000061035156,177.3176727294922
2014-12-17,202.33999633789062,198.2899932861328,180.7939910888672
2014-12-18,212.97000122070312,203.9199981689453,185.2647705078125
2014-12-19,207.3300018310547,205.61000061035156,186.05307006835938
2014-12-22,207.47000122070312,206.4600067138672,186.90892028808594
2014-12-23,208.22999572753906,207.39999389648438,187.16114807128906
2014-12-24,208.33999633789062,207.72000122070312,187.17916870117188
2014-12-26,208.85000610351562,208.25,187.78277587890625
2014-12-29,208.97000122070312,208.13999938964844,188.03504943847656
2014-12-30,208.3699951171875,207.50999450683594,187.02603149414062
2014-12-31,208.19000244140625,205.38999938964844,185.170166015625
2015-01-02,206.8800048828125,204.17999267578125,185.07107543945312
2015-01-05,204.3699951171875,201.35000610351562,181.72874450683594
2015-01-06,202.72000122070312,198.86000061035156,180.01708984375
2015-01-07,202.72000122070312,200.8800048828125,182.26026916503906
2015-01-08,206.16000366210938,203.99000549316406,185.49449157714844
2015-01-09,206.4199981689453,203.50999450683594,184.0080108642578
2015-01-12,204.60000610351562,201.9199981689453,182.56655883789062
2015-01-13,205.47999572753906,200.50999450683594,182.0530548095703
2015-01-14,201.10000610351562,198.57000732421875,180.95396423339844
2015-01-15,202.00999450683594,198.8800048828125,179.29635620117188
2015-01-16,201.82000732421875,198.5500030517578,181.64767456054688
2015-01-20,202.72000122070312,200.1699981689453,182.03506469726562
2015-01-21,203.66000366210938,200.94000244140625,182.95401000976562
2015-01-22,206.25999450683594,202.3300018310547,185.67465209960938
2015-01-23,206.10000610351562,204.80999755859375,184.65664672851562
2015-01-26,205.55999755859375,203.85000610351562,185.08909606933594
2015-01-27,204.1199951171875,201.74000549316406,182.64764404296875
2015-01-28,204.2899932861328,199.91000366210938,180.3052978515625
2015-01-29,202.3000030517578,198.67999267578125,181.97198486328125
2015-01-30,202.1699981689453,199.1300048828125,179.6837158203125
2015-02-02,202.02999877929688,197.86000061035156,181.90892028808594
2015-02-03,204.85000610351562,202.5500030517578,184.53953552246094
2015-02-04,205.3800048828125,203.50999450683594,183.8368682861328
2015-02-05,206.3000030517578,204.77000427246094,185.6927032470703
2015-02-06,207.24000549316406,204.9199981689453,185.17918395996094
2015-02-09,205.63999938964844,204.13999938964844,184.3503875732422
2015-02-10,207.1199951171875,204.67999267578125,186.3142852783203
2015-02-11,207.4499969482422,205.8300018310547,186.42239379882812
2015-02-12,208.99000549316406,206.97000122070312,188.21517944335938
2015-02-13,209.83999633789062,208.75999450683594,188.98997497558594
2015-02-17,210.32000732421875,209.10000610351562,189.28729248046875
2015-02-18,210.22000122070312,209.33999633789062,189.30528259277344
2015-02-19,210.4199981689453,209.24000549316406,189.17018127441406
2015-02-20,211.3300018310547,208.72999572753906,190.30528259277344
2015-02-23,211.2100067138672,210.47999572753906,190.27825927734375
2015-02-24,212.0500030517578,210.75999450683594,190.8187713623047
2015-02-25,212.24000549316406,211.22000122070312,190.65664672851562
2015-02-26,211.7100067138672,210.64999389648438,190.4314422607422
2015-02-27,211.5800018310547,210.60000610351562,189.7827606201172
2015-03-02,212.05999755859375,210.72000122070312,190.98098754882812
2015-03-03,212.0500030517578,210.0800018310547,190.19715881347656
2015-03-04,210.49000549316406,209.05999755859375,189.39535522460938
2015-03-05,210.8000030517578,209.85000610351562,189.60255432128906
2015-03-06,209.94000244140625,207.10000610351562,186.93594360351562
2015-03-09,208.7899932861328,207.5500030517578,187.71067810058594
2015-03-10,206.80999755859375,204.92999267578125,184.66571044921875
2015-03-11,205.5,204.39999389648438,184.23324584960938
2015-03-12,207.17999267578125,205.1999969482422,186.57554626464844
2015-03-13,207.92999267578125,204.5800018310547,185.4314422607422
2015-03-16,208.69000244140625,205.86000061035156,187.90887451171875
2015-03-17,208.4199981689453,206.97999572753906,187.35032653808594
2015-03-18,211.27000427246094,206.6199951171875,189.60255432128906
2015-03-19,210.47000122070312,209.02999877929688,188.73773193359375
2015-03-20,211.02000427246094,209.49000549316406,190.4036865234375
2015-03-23,211.11000061035156,210.0,190.03269958496094
2015-03-24,210.39999389648438,208.74000549316406,188.96487426757812
2015-03-25,209.35000610351562,205.7100067138672,186.19583129882812
2015-03-26,206.3699951171875,204.1199951171875,185.75242614746094
2015-03-27,205.9499969482422,204.89999389648438,186.1776885986328
2015-03-30,208.61000061035156,206.9600067138672,188.44903564453125
2015-03-31,208.10000610351562,206.36000061035156,186.8021240234375
2015-04-01,206.4199981689453,204.50999450683594,186.14154052734375
2015-04-02,206.97999572753906,205.39999389648438,186.81118774414062
2015-04-06,208.4499969482422,205.2100067138672,188.06900024414062
2015-04-07,208.75999450683594,207.24000549316406,187.57127380371094
2015-04-08,208.50999450683594,207.0800018310547,188.2047119140625
2015-04-09,209.17999267578125,207.19000244140625,189.03726196289062
2015-04-10,210.08999633789062,208.9600067138672,190.06883239746094
2015-04-13,210.6300048828125,209.02999877929688,189.20921325683594
2015-04-14,209.7100067138672,208.10000610351562,189.5711212158203
2015-04-15,211.0399932861328,209.9499969482422,190.42173767089844
2015-04-16,210.97999572753906,209.7899932861328,190.3674774169922
2015-04-17,209.22999572753906,207.00999450683594,188.17755126953125
2015-04-20,210.25,208.9600067138672,189.89691162109375
2015-04-21,210.86000061035156,209.24000549316406,189.67071533203125
2015-04-22,210.85000610351562,208.89999389648438,190.60276794433594
2015-04-23,211.94000244140625,210.00999450683594,191.08236694335938
2015-04-24,211.97000122070312,211.11000061035156,191.52577209472656
2015-04-27,212.47999572753906,210.5399932861328,190.72943115234375
2015-04-28,211.5,209.3300018310547,191.3357696533203
2015-04-29,211.2899932861328,209.60000610351562,190.54847717285156
2015-04-30,210.35000610351562,207.6199951171875,188.63906860351562
2015-05-01,210.77000427246094,209.27999877929688,190.68418884277344
2015-05-04,212.02000427246094,211.10000610351562,191.22714233398438
2015-05-05,211.4600067138672,208.72999572753906,189.03726196289062
2015-05-06,209.92999267578125,206.75999450683594,188.25901794433594
2015-05-07,209.3800048828125,207.52000427246094,189.01011657714844
2015-05-08,211.86000061035156,210.77999877929688,191.49864196777344
2015-05-11,211.88999938964844,210.52000427246094,190.5846710205078
2015-05-12,210.6300048828125,208.6199951171875,190.0145721435547
2015-05-13,211.22000122070312,209.74000549316406,190.05076599121094
2015-05-14,212.32000732421875,210.91000366210938,192.03253173828125
2015-05-15,212.61000061035156,211.86000061035156,192.24066162109375
2015-05-18,213.39999389648438,212.16000366210938,192.83792114257812
2015-05-19,213.57000732421875,212.69000244140625,192.77456665039062
2015-05-20,213.77999877929688,212.5,192.63882446289062
2015-05-21,213.75,212.50999450683594,193.19984436035156
2015-05-22,213.5399932861328,212.91000366210938,192.73838806152344
2015-05-26,212.91000366210938,210.1999969482422,190.6660919189453
2015-05-27,212.97999572753906,210.75999450683594,192.47593688964844
2015-05-28,212.58999633789062,211.6300048828125,192.25880432128906
2015-05-29,212.42999267578125,210.82000732421875,191.0642852783203
2015-06-01,212.33999633789062,210.6199951171875,191.4534149169922
2015-06-02,212.19000244140625,210.27000427246094,191.26333618164062
2015-06-03,212.6699981689453,211.3300018310547,191.7700958251953
2015-06-04,211.86000061035156,209.75,190.1503143310547
2015-06-05,210.5800018310547,208.97999572753906,189.82452392578125
2015-06-08,209.82000732421875,208.38999938964844,188.65721130371094
2015-06-09,209.10000610351562,207.69000244140625,188.62997436523438
2015-06-10,211.41000366210938,209.3000030517578,190.892333984375
2015-06-11,212.08999633789062,211.1999969482422,191.50767517089844
2015-06-12,211.47999572753906,209.67999267578125,190.04173278808594
2015-06-15,209.4499969482422,207.7899932861328,189.22727966308594
2015-06-16,210.35000610351562,208.72000122070312,190.25889587402344
2015-06-17,211.32000732421875,209.36000061035156,190.56655883789062
2015-06-18,213.33999633789062,210.6300048828125,192.54833984375
2015-06-19,211.5500030517578,210.36000061035156,191.6935577392578
2015-06-22,212.58999633789062,211.63999938964844,192.67564392089844
2015-06-23,212.44000244140625,211.57000732421875,192.8120574951172
2015-06-24,212.1699981689453,210.47000122070312,191.41168212890625
2015-06-25,211.25,209.77000427246094,190.82972717285156
2015-06-26,210.5800018310547,209.16000366210938,190.79331970214844
2015-06-29,209.8300018310547,205.3300018310547,186.79237365722656
2015-06-30,207.32000732421875,205.27999877929688,187.18336486816406
2015-07-01,208.02999877929688,206.55999755859375,188.68370056152344
2015-07-02,208.27000427246094,206.80999755859375,188.5109405517578
2015-07-06,207.64999389648438,205.52999877929688,187.9744873046875
2015-07-07,208.1699981689453,204.11000061035156,189.15660095214844
2015-07-08,206.75999450683594,204.25,185.9830322265625
2015-07-09,207.35000610351562,204.77000427246094,186.3195037841797
2015-07-10,207.97999572753906,204.9499969482422,188.66552734375
2015-07-13,209.89999389648438,208.94000244140625,190.7478790283203
2015-07-14,211.0500030517578,209.64999389648438,191.57537841796875
2015-07-15,211.27999877929688,210.0399932861328,191.51171875
2015-07-16,212.3000030517578,211.5800018310547,193.0484619140625
2015-07-17,212.5500030517578,211.8000030517578,193.212158203125
2015-07-20,213.17999267578125,212.2100067138672,193.31214904785156
2015-07-21,212.74000549316406,211.38999938964844,192.54833984375
2015-07-22,211.77000427246094,210.88999938964844,192.20277404785156
2015-07-23,211.64999389648438,209.75,191.12069702148438
2015-07-24,210.3699951171875,207.60000610351562,189.138427734375
2015-07-27,207.5500030517578,206.25999450683594,188.03807067871094
2015-07-28,209.5,206.8000030517578,190.34779357910156
2015-07-29,211.0399932861328,209.30999755859375,191.6571807861328
2015-07-30,211.02000427246094,209.4199981689453,191.70269775390625
2015-07-31,211.4499969482422,210.16000366210938,191.41168212890625
2015-08-03,210.52999877929688,208.64999389648438,190.76605224609375
2015-08-04,210.25,208.8000030517578,190.39329528808594
2015-08-05,211.30999755859375,209.72999572753906,191.0206756591797
2015-08-06,210.4199981689453,207.64999389648438,189.4566650390625
2015-08-07,208.33999633789062,206.8699951171875,189.0928955078125
2015-08-10,210.6699981689453,209.27999877929688,191.475341796875
2015-08-11,209.47000122070312,207.75999450683594,189.74766540527344
2015-08-12,209.13999938964844,205.36000061035156,189.97494506835938
2015-08-13,209.5500030517578,208.00999450683594,189.738525390625
2015-08-14,209.50999450683594,208.25999450683594,190.42962646484375
2015-08-17,210.58999633789062,208.16000366210938,191.49351501464844
2015-08-18,210.67999267578125,209.6999969482422,190.9388427734375
2015-08-19,210.00999450683594,207.35000610351562,189.4293670654297
2015-08-20,208.2899932861328,203.89999389648438,185.47386169433594
2015-08-21,203.94000244140625,197.52000427246094,179.8905792236328
2015-08-24,197.47999572753906,182.39999389648438,172.3159637451172
2015-08-25,195.4499969482422,186.9199981689453,170.28823852539062
2015-08-26,194.7899932861328,188.3699951171875,176.8262176513672
2015-08-27,199.4199981689453,195.2100067138672,181.20005798339844
2015-08-28,199.83999633789062,197.9199981689453,181.20913696289062
2015-08-31,199.1300048828125,197.00999450683594,179.7451171875
2015-09-01,194.77000427246094,190.72999572753906,174.380126953125
2015-09-02,195.4600067138672,192.4199981689453,177.69007873535156
2015-09-03,198.0500030517578,194.9600067138672,177.81736755371094
2015-09-04,193.86000061035156,191.61000061035156,175.12579345703125
2015-09-08,197.61000061035156,195.1699981689453,179.52688598632812
2015-09-09,199.47000122070312,194.35000610351562,177.12631225585938
2015-09-10,197.22000122070312,194.25,178.09014892578125
2015-09-11,196.82000732421875,194.52999877929688,178.89947509765625
2015-09-14,197.00999450683594,195.42999267578125,178.23565673828125
2015-09-15,198.99000549316406,195.9600067138672,180.46348571777344
2015-09-16,200.41000366210938,198.41000366210938,182.02748107910156
2015-09-17,202.88999938964844,199.27999877929688,181.6182861328125
2015-09-18,198.67999267578125,194.9600067138672,178.65042114257812
2015-09-21,197.67999267578125,195.2100067138672,179.57362365722656
2015-09-22,194.4600067138672,192.55999755859375,177.24278259277344
2015-09-23,194.6699981689453,192.91000366210938,176.9593963623047
2015-09-24,193.4499969482422,190.55999755859375,176.3195343017578
2015-09-25,195.0,191.80999755859375,176.27389526367188
2015-09-28,191.91000366210938,187.63999938964844,171.84988403320312
2015-09-29,189.74000549316406,186.92999267578125,171.95042419433594
2015-09-30,191.8300018310547,189.44000244140625,175.15875244140625
2015-10-01,192.49000549316406,189.82000732421875,175.6157989501953
2015-10-02,195.02999877929688,189.1199951171875,178.23910522460938
2015-10-05,198.74000549316406,196.3300018310547,181.4108428955078
2015-10-06,198.97999572753906,197.0,180.78932189941406
2015-10-07,199.8300018310547,197.47999572753906,182.27001953125
2015-10-08,201.5500030517578,198.58999633789062,183.9153289794922
2015-10-09,201.89999389648438,200.5800018310547,184.0249786376953
2015-10-12,201.75999450683594,200.91000366210938,184.1986541748047
2015-10-13,202.16000366210938,200.0500030517578,183.03785705566406
2015-10-14,200.8699951171875,198.94000244140625,182.16033935546875
2015-10-15,202.36000061035156,199.63999938964844,184.95730590820312
2015-10-16,203.2899932861328,201.9199981689453,185.79824829101562
2015-10-19,203.3699951171875,202.1300048828125,185.88966369628906
2015-10-20,203.83999633789062,202.5500030517578,185.6520233154297
2015-10-21,203.7899932861328,201.64999389648438,184.5002899169922
2015-10-22,205.50999450683594,201.85000610351562,187.61721801757812
