Date,T10Y2Y
5/16/2019,0.2
5/17/2019,0.19
5/20/2019,0.2
5/21/2019,0.17
5/22/2019,0.16
5/23/2019,0.19
5/24/2019,0.16
5/27/2019,.
5/28/2019,0.14
5/29/2019,0.16
5/30/2019,0.16
5/31/2019,0.19
6/3/2019,0.25
6/4/2019,0.24
6/5/2019,0.29
6/6/2019,0.24
6/7/2019,0.24
6/10/2019,0.25
6/11/2019,0.22
6/12/2019,0.25
6/13/2019,0.27
6/14/2019,0.25
6/17/2019,0.23
6/18/2019,0.2
6/19/2019,0.29
6/20/2019,0.29
6/21/2019,0.3
6/24/2019,0.3
6/25/2019,0.29
6/26/2019,0.28
6/27/2019,0.27
6/28/2019,0.25
7/1/2019,0.25
7/2/2019,0.21
7/3/2019,0.19
7/4/2019,.
7/5/2019,0.17
7/8/2019,0.17
7/9/2019,0.15
7/10/2019,0.25
7/11/2019,0.28
7/12/2019,0.28
7/15/2019,0.26
7/16/2019,0.26
7/17/2019,0.23
7/18/2019,0.27
7/19/2019,0.25
7/22/2019,0.25
7/23/2019,0.25
7/24/2019,0.22
7/25/2019,0.22
7/26/2019,0.22
7/29/2019,0.21
7/30/2019,0.21
7/31/2019,0.13
8/1/2019,0.17
8/2/2019,0.14
8/5/2019,0.16
8/6/2019,0.13
8/7/2019,0.12
8/8/2019,0.1
8/9/2019,0.11
8/12/2019,0.07
8/13/2019,0.02
8/14/2019,0.01
8/15/2019,0.04
8/16/2019,0.07
8/19/2019,0.07
8/20/2019,0.05
8/21/2019,0.03
8/22/2019,0.01
8/23/2019,0.01
8/26/2019,0
8/27/2019,-0.04
8/28/2019,-0.03
8/29/2019,-0.03
8/30/2019,0
9/2/2019,.
9/3/2019,0
9/4/2019,0.04
9/5/2019,0.02
9/6/2019,0.02
9/9/2019,0.05
9/10/2019,0.05
9/11/2019,0.07
9/12/2019,0.07
9/13/2019,0.11
9/16/2019,0.1
9/17/2019,0.09
9/18/2019,0.03
9/19/2019,0.05
9/20/2019,0.05
9/23/2019,0.04
9/24/2019,0.04
9/25/2019,0.05
9/26/2019,0.04
9/27/2019,0.06
9/30/2019,0.05
10/1/2019,0.09
10/2/2019,0.12
10/3/2019,0.15
10/4/2019,0.12
10/7/2019,0.1
10/8/2019,0.12
10/9/2019,0.12
10/10/2019,0.14
10/11/2019,0.13
10/14/2019,.
10/15/2019,0.16
10/16/2019,0.17
10/17/2019,0.16
10/18/2019,0.18
10/21/2019,0.18
10/22/2019,0.18
10/23/2019,0.19
10/24/2019,0.19
10/25/2019,0.17
10/28/2019,0.21
10/29/2019,0.2
10/30/2019,0.17
10/31/2019,0.17
11/1/2019,0.17
11/4/2019,0.19
11/5/2019,0.23
11/6/2019,0.2
11/7/2019,0.24
11/8/2019,0.26
11/11/2019,.
11/12/2019,0.26
11/13/2019,0.25
11/14/2019,0.24
11/15/2019,0.23
11/18/2019,0.21
11/19/2019,0.19
11/20/2019,0.17
11/21/2019,0.17
11/22/2019,0.16
11/25/2019,0.15
11/26/2019,0.16
11/27/2019,0.14
11/28/2019,.
11/29/2019,0.17
12/2/2019,0.22
12/3/2019,0.19
12/4/2019,0.19
12/5/2019,0.22
12/6/2019,0.23
12/9/2019,0.2
12/10/2019,0.2
12/11/2019,0.18
12/12/2019,0.24
12/13/2019,0.21
12/16/2019,0.24
12/17/2019,0.26
12/18/2019,0.29
12/19/2019,0.3
12/20/2019,0.29
12/23/2019,0.29
12/24/2019,0.28
12/25/2019,.
12/26/2019,0.26
12/27/2019,0.29
12/30/2019,0.32
12/31/2019,0.34
1/1/2020,.
1/2/2020,0.3
1/3/2020,0.27
1/6/2020,0.27
1/7/2020,0.29
1/8/2020,0.29
1/9/2020,0.27
1/10/2020,0.27
1/13/2020,0.27
1/14/2020,0.24
1/15/2020,0.23
1/16/2020,0.23
1/17/2020,0.26
1/20/2020,.
1/21/2020,0.25
1/22/2020,0.24
1/23/2020,0.23
1/24/2020,0.21
1/27/2020,0.17
1/28/2020,0.2
1/29/2020,0.18
1/30/2020,0.16
1/31/2020,0.18
2/3/2020,0.18
2/4/2020,0.2
2/5/2020,0.22
2/6/2020,0.21
2/7/2020,0.18
2/10/2020,0.19
2/11/2020,0.18
2/12/2020,0.18
2/13/2020,0.17
2/14/2020,0.17
2/17/2020,.
2/18/2020,0.14
2/19/2020,0.14
2/20/2020,0.13
2/21/2020,0.12
2/24/2020,0.12
2/25/2020,0.13
2/26/2020,0.17
2/27/2020,0.19
2/28/2020,0.27
3/2/2020,0.26
3/3/2020,0.31
3/4/2020,0.35
3/5/2020,0.33
3/6/2020,0.25
3/9/2020,0.16
3/10/2020,0.26
3/11/2020,0.32
3/12/2020,0.38
3/13/2020,0.45
3/16/2020,0.37
3/17/2020,0.55
3/18/2020,0.64
3/19/2020,0.68
3/20/2020,0.55
3/23/2020,0.48
3/24/2020,0.46
3/25/2020,0.54
3/26/2020,0.53
3/27/2020,0.47
3/30/2020,0.47
3/31/2020,0.47
4/1/2020,0.39
4/2/2020,0.4
4/3/2020,0.39
4/6/2020,0.4
