Date,TEDSPREAD
9/28/2017,28.7999
9/29/2017,29.3347
10/2/2017,31.5423
10/3/2017,29.7986
10/4/2017,28.5624
10/5/2017,28.8868
10/6/2017,28.8115
10/9/2017,29.4225
10/10/2017,28.4346
10/11/2017,27.0807
10/12/2017,28.7963
10/13/2017,28.6038
10/16/2017,29.1725
10/17/2017,26.9495
10/18/2017,27.4807
10/19/2017,27.7277
10/20/2017,26.1798
10/23/2017,27.9779
10/24/2017,25.9865
10/25/2017,27.6463
10/26/2017,28.2544
10/27/2017,28.7321
10/30/2017,28.4043
10/31/2017,25.0052
11/1/2017,22.5656
11/2/2017,23.2253
11/3/2017,22.2719
11/6/2017,22.0199
11/7/2017,20.3847
11/8/2017,18.6891
11/9/2017,19.0012
11/10/2017,19.2685
11/13/2017,20.8442
11/14/2017,17.8177
11/15/2017,18.368
11/16/2017,18.219
11/17/2017,18.2219
11/20/2017,18.7532
11/21/2017,18.2577
11/22/2017,17.8243
11/23/2017,17.7973
11/24/2017,20.6629
11/27/2017,23.4141
11/28/2017,20.2295
11/29/2017,19.6497
11/30/2017,23.135
12/1/2017,23.6179
12/4/2017,23.9883
12/5/2017,22.604
12/6/2017,24.1048
12/7/2017,25.9625
12/8/2017,27.7579
12/11/2017,27.7013
12/12/2017,24.852
12/13/2017,29.1602
12/14/2017,29.8476
12/15/2017,30.1303
12/18/2017,28.8014
12/19/2017,27.6199
12/20/2017,28.4493
12/21/2017,33.4427
12/22/2017,36.3608
12/25/2017,36.3608
12/26/2017,35.6005
12/27/2017,26.1246
12/28/2017,31.8713
12/29/2017,31.855
1/1/2018,31.855
1/2/2018,30.8497
1/3/2018,30.4627
1/4/2018,30.7456
1/5/2018,31.0288
1/8/2018,30.1674
1/9/2018,28.0029
1/10/2018,28.9729
1/11/2018,29.3207
1/12/2018,28.4553
1/15/2018,29.4363
1/16/2018,31.503
1/17/2018,29.9377
1/18/2018,31.7717
1/19/2018,31.7655
1/22/2018,32.4748
1/23/2018,31.0447
1/24/2018,32.2869
1/25/2018,34.3538
1/26/2018,35.5396
1/29/2018,36.8455
1/30/2018,33.0987
1/31/2018,32.2649
2/1/2018,30.8939
2/2/2018,31.6264
2/5/2018,31.3096
2/6/2018,27.4231
2/7/2018,25.7943
2/8/2018,27.1173
2/9/2018,26.5546
2/12/2018,26.3672
2/13/2018,25.5862
2/14/2018,27.74
2/15/2018,28.464
2/16/2018,29.4803
2/19/2018,30.1993
2/20/2018,30.8765
2/21/2018,28.0719
2/22/2018,30.9782
2/23/2018,31.7513
2/26/2018,34.5527
2/27/2018,34.6698
2/28/2018,36.538
3/1/2018,41.3717
3/2/2018,38.6453
3/5/2018,37.8355
3/6/2018,38.5173
3/7/2018,38.2438
3/8/2018,41.711
3/9/2018,42.9575
3/12/2018,43.2452
3/13/2018,42.1492
3/14/2018,39.6053
3/15/2018,41.5853
3/16/2018,43.269
3/19/2018,46.6294
3/20/2018,46.0748
3/21/2018,52.9803
3/22/2018,57.5052
3/23/2018,57.6162
3/26/2018,55.6654
3/27/2018,55.0412
3/28/2018,58.9733
3/29/2018,61.1694
3/30/2018,61.1694
4/2/2018,59.6442
4/3/2018,58.2037
4/4/2018,62.935
4/5/2018,62.5225
4/6/2018,62.9739
4/9/2018,62.9659
4/10/2018,61.8125
4/11/2018,62.0806
4/12/2018,60.394
4/13/2018,60.4198
4/16/2018,61.4229
4/17/2018,57.5671
4/18/2018,55.0897
4/19/2018,55.1328
4/20/2018,55.9494
4/23/2018,54.1998
4/24/2018,51.2886
4/25/2018,52.2036
4/26/2018,55.1106
4/27/2018,55.5757
4/30/2018,56.3293
5/1/2018,52.2875
5/2/2018,53.983
5/3/2018,54.0111
5/4/2018,54.3757
5/7/2018,54.3848
5/8/2018,49.86
5/9/2018,47.636
5/10/2018,47.059
5/11/2018,44.3036
5/14/2018,43.575
5/15/2018,42.0672
5/16/2018,42.8329
5/17/2018,43.149
5/18/2018,44.782
5/21/2018,43.0635
5/22/2018,40.9568
5/23/2018,42.5023
5/24/2018,42.7295
5/25/2018,42.8994
5/28/2018,42.8994
5/29/2018,43.3494
5/30/2018,38.7656
5/31/2018,42.6607
6/1/2018,41.3231
6/4/2018,41.1887
6/5/2018,38.5961
6/6/2018,38.7754
6/7/2018,40.69
6/8/2018,41.9172
6/11/2018,43.5822
6/12/2018,42.0317
6/13/2018,42.0299
6/14/2018,41.1902
6/15/2018,40.8572
6/18/2018,40.4864
6/19/2018,40.7259
6/20/2018,40.899
6/21/2018,40.7154
6/22/2018,43.1742
6/25/2018,45.2979
6/26/2018,42.0317
6/27/2018,41.6609
6/28/2018,42.4826
6/29/2018,42.3497
7/2/2018,41.7559
7/3/2018,37.597
7/4/2018,37.603
7/5/2018,39.537
7/6/2018,39.1049
